"SITE_NAME","2010-2020","2013","2014","2015","2016","2017","2018","2019","2020","Gannett"
"Lower Sprague",14.7363594199604,0.572428563497347,15.7012440130114,10.2489057304322,12.6468179295053,22.7169760574214,14.2056809586968,-1.70799342820738,16.7628398477207,73
"Middle Sprague",-13.5443649091529,14.1486697402262,-12.5361244562117,-15.8115458260946,-10.899188685201,-23.5115945975187,-14.7577548295602,14.1882742616708,-7.88363343687906,20
"Upper Sprague",84.4268630363233,76.8735929022725,77.6131539182608,80.2360409563169,76.4593691141091,98.7878170671797,81.2886721531516,78.2392699659152,74.2008584777157,94
"Sycan",14.9501391149207,9.97537356803411,9.38841048620054,9.77919842915899,11.1548224124976,17.2531565399763,13.6710202435374,17.1026667556274,8.3919839043101,21
"Lower SF",0.871464162199097,4.04345793494718,0.805314554034888,2.55449717374433,-1.3883103941533,0.390849358210332,-0.688282757043122,0.666802982058778,-3.6864518809026,13
"Upper SF",14.4106513757797,11.4077718418648,9.48602995855501,8.73616772685814,13.6677513484101,17.1654150779597,12.1943226951881,14.9672806650162,9.90403894051817,24
"Lower NF",8.60337703955047,16.0910779538008,15.3087340026693,16.9276240820336,14.4993787563703,23.7939074248323,26.5783279584838,31.5339360609277,14.0643020338395,33
"Upper NF",52.4841940837683,48.6426271709154,40.7801639426192,42.5141627933008,47.8165729561739,67.8768614901257,47.647800308878,48.5971505904534,36.9951864941535,59
