"DATASET","VAR","MONTHYEAR","MONTH","WYEAR","SITE_NAME","AREA_KM2","TERM","VALUE"
"RECENT","NH4",2012-03-01,3,2012,"Godowa-SF-NF",1003.7322,"L",444.70572268391
"RECENT","NH4",2012-03-01,3,2012,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",123.384993787752
"RECENT","NH4",2012-03-01,3,2012,"SF_Ivory-SF",473.6106,"L",228.95863430615
"RECENT","NH4",2012-03-01,3,2012,"NF_Ivory-NF",348.4728,"L",92.3620945900085
"RECENT","NH4",2012-04-01,4,2012,"Power",4122.55080000001,"L",2256.63307479941
"RECENT","NH4",2012-04-01,4,2012,"Lone_Pine",3692.78910000001,"L",1707.05025249175
"RECENT","NH4",2012-04-01,4,2012,"Godowa",1470.1266,"L",611.362759960066
"RECENT","NH4",2012-04-01,4,2012,"Sycan",1440.5751,"L",462.762619140405
"RECENT","NH4",2012-04-01,4,2012,"SF_Ivory",753.1524,"L",568.729305913634
"RECENT","NH4",2012-04-01,4,2012,"SF",279.5418,"L",226.718186633031
"RECENT","NH4",2012-04-01,4,2012,"NF_Ivory",535.3254,"L",402.303378850442
"RECENT","NH4",2012-04-01,4,2012,"NF",186.8526,"L",259.724761842924
"RECENT","NH4",2012-04-01,4,2012,"Power-Lone_Pine",429.7617,"L",549.582822307667
"RECENT","NH4",2012-04-01,4,2012,"Lone_Pine-Godowa-Sycan",782.0874,"L",632.924873391274
"RECENT","NH4",2012-04-01,4,2012,"Godowa-SF-NF",1003.7322,"L",124.919811484111
"RECENT","NH4",2012-04-01,4,2012,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",-359.66992480401
"RECENT","NH4",2012-04-01,4,2012,"SF_Ivory-SF",473.6106,"L",342.011119280603
"RECENT","NH4",2012-04-01,4,2012,"NF_Ivory-NF",348.4728,"L",142.578617007518
"RECENT","NH4",2012-05-01,5,2012,"Power",4122.55080000001,"L",875.840141514923
"RECENT","NH4",2012-05-01,5,2012,"Lone_Pine",3692.78910000001,"L",932.784993331806
"RECENT","NH4",2012-05-01,5,2012,"Godowa",1470.1266,"L",1916.64463583497
"RECENT","NH4",2012-05-01,5,2012,"Sycan",1440.5751,"L",790.343134852972
"RECENT","NH4",2012-05-01,5,2012,"SF_Ivory",753.1524,"L",290.245464330452
"RECENT","NH4",2012-05-01,5,2012,"SF",279.5418,"L",215.089308474329
"RECENT","NH4",2012-05-01,5,2012,"NF_Ivory",535.3254,"L",393.152033508428
"RECENT","NH4",2012-05-01,5,2012,"NF",186.8526,"L",362.759673657403
"RECENT","NH4",2012-05-01,5,2012,"Power-Lone_Pine",429.7617,"L",-56.9448518168824
"RECENT","NH4",2012-05-01,5,2012,"Lone_Pine-Godowa-Sycan",782.0874,"L",-1774.20277735614
"RECENT","NH4",2012-05-01,5,2012,"Godowa-SF-NF",1003.7322,"L",1338.79565370324
"RECENT","NH4",2012-05-01,5,2012,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",1233.24713799609
"RECENT","NH4",2012-05-01,5,2012,"SF_Ivory-SF",473.6106,"L",75.1561558561227
"RECENT","NH4",2012-05-01,5,2012,"NF_Ivory-NF",348.4728,"L",30.3923598510248
"RECENT","NH4",2012-06-01,6,2012,"Power",4122.55080000001,"L",219.338744663266
"RECENT","NH4",2012-06-01,6,2012,"Lone_Pine",3692.78910000001,"L",369.885455911565
"RECENT","NH4",2012-06-01,6,2012,"Godowa",1470.1266,"L",668.77298678125
"RECENT","NH4",2012-06-01,6,2012,"Sycan",1440.5751,"L",164.376144763181
"RECENT","NH4",2012-06-01,6,2012,"SF_Ivory",753.1524,"L",140.630009635264
"RECENT","NH4",2012-06-01,6,2012,"SF",279.5418,"L",55.8702084870755
"RECENT","NH4",2012-06-01,6,2012,"NF_Ivory",535.3254,"L",135.513875650016
"RECENT","NH4",2012-06-01,6,2012,"NF",186.8526,"L",101.436253653806
"RECENT","NH4",2012-06-01,6,2012,"Power-Lone_Pine",429.7617,"L",-150.546711248299
"RECENT","NH4",2012-06-01,6,2012,"Lone_Pine-Godowa-Sycan",782.0874,"L",-463.263675632865
"RECENT","NH4",2012-06-01,6,2012,"Godowa-SF-NF",1003.7322,"L",511.466524640369
"RECENT","NH4",2012-06-01,6,2012,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",392.629101495971
"RECENT","NH4",2012-06-01,6,2012,"SF_Ivory-SF",473.6106,"L",84.7598011481881
"RECENT","NH4",2012-06-01,6,2012,"NF_Ivory-NF",348.4728,"L",34.0776219962099
"RECENT","NH4",2012-07-01,7,2012,"Power",4122.55080000001,"L",186.260744533229
"RECENT","NH4",2012-07-01,7,2012,"Lone_Pine",3692.78910000001,"L",200.770671368453
"RECENT","NH4",2012-07-01,7,2012,"Godowa",1470.1266,"L",269.629356864016
"RECENT","NH4",2012-07-01,7,2012,"Sycan",1440.5751,"L",26.5225728268786
"RECENT","NH4",2012-07-01,7,2012,"SF_Ivory",753.1524,"L",18.1033275118058
"RECENT","NH4",2012-07-01,7,2012,"SF",279.5418,"L",17.5238222985478
"RECENT","NH4",2012-07-01,7,2012,"NF_Ivory",535.3254,"L",54.120367318156
"RECENT","NH4",2012-07-01,7,2012,"NF",186.8526,"L",76.7917299647101
"RECENT","NH4",2012-07-01,7,2012,"Power-Lone_Pine",429.7617,"L",-14.5099268352238
"RECENT","NH4",2012-07-01,7,2012,"Lone_Pine-Godowa-Sycan",782.0874,"L",-95.3812583224414
"RECENT","NH4",2012-07-01,7,2012,"Godowa-SF-NF",1003.7322,"L",175.313804600758
"RECENT","NH4",2012-07-01,7,2012,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",197.405662034054
"RECENT","NH4",2012-07-01,7,2012,"SF_Ivory-SF",473.6106,"L",0.57950521325801
"RECENT","NH4",2012-07-01,7,2012,"NF_Ivory-NF",348.4728,"L",-22.6713626465541
"RECENT","NH4",2012-08-01,8,2012,"Power",4122.55080000001,"L",160.683124145473
"RECENT","NH4",2012-08-01,8,2012,"Lone_Pine",3692.78910000001,"L",83.3129515823861
"RECENT","NH4",2012-08-01,8,2012,"Godowa",1470.1266,"L",117.907387623574
"RECENT","NH4",2012-08-01,8,2012,"Sycan",1440.5751,"L",9.60947265605527
"RECENT","NH4",2012-08-01,8,2012,"SF_Ivory",753.1524,"L",9.721523941848
"RECENT","NH4",2012-08-01,8,2012,"SF",279.5418,"L",13.4393146790224
"RECENT","NH4",2012-08-01,8,2012,"NF_Ivory",535.3254,"L",25.1973932778304
"RECENT","NH4",2012-08-01,8,2012,"NF",186.8526,"L",33.1060668130528
"RECENT","NH4",2012-08-01,8,2012,"Power-Lone_Pine",429.7617,"L",77.3701725630872
"RECENT","NH4",2012-08-01,8,2012,"Lone_Pine-Godowa-Sycan",782.0874,"L",-44.2039086972435
"RECENT","NH4",2012-08-01,8,2012,"Godowa-SF-NF",1003.7322,"L",71.3620061314992
"RECENT","NH4",2012-08-01,8,2012,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",82.988470403896
"RECENT","NH4",2012-08-01,8,2012,"SF_Ivory-SF",473.6106,"L",-3.71779073717435
"RECENT","NH4",2012-08-01,8,2012,"NF_Ivory-NF",348.4728,"L",-7.90867353522245
"RECENT","NH4",2012-09-01,9,2012,"Power",4122.55080000001,"L",230.254577451366
"RECENT","NH4",2012-09-01,9,2012,"Lone_Pine",3692.78910000001,"L",120.373783081366
"RECENT","NH4",2012-09-01,9,2012,"Godowa",1470.1266,"L",250.468389026234
"RECENT","NH4",2012-09-01,9,2012,"Sycan",1440.5751,"L",22.5516596140517
"RECENT","NH4",2012-09-01,9,2012,"SF_Ivory",753.1524,"L",35.6768729873394
"RECENT","NH4",2012-09-01,9,2012,"SF",279.5418,"L",16.147221934057
"RECENT","NH4",2012-09-01,9,2012,"NF_Ivory",535.3254,"L",99.6816135962215
"RECENT","NH4",2012-09-01,9,2012,"NF",186.8526,"L",79.5710644756642
"RECENT","NH4",2012-09-01,9,2012,"Power-Lone_Pine",429.7617,"L",109.88079437
"RECENT","NH4",2012-09-01,9,2012,"Lone_Pine-Godowa-Sycan",782.0874,"L",-152.64626555892
"RECENT","NH4",2012-09-01,9,2012,"Godowa-SF-NF",1003.7322,"L",154.750102616513
"RECENT","NH4",2012-09-01,9,2012,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",115.109902442673
"RECENT","NH4",2012-09-01,9,2012,"SF_Ivory-SF",473.6106,"L",19.5296510532824
"RECENT","NH4",2012-09-01,9,2012,"NF_Ivory-NF",348.4728,"L",20.1105491205574
"RECENT","NH4",2012-10-01,10,2013,"Power",4122.55080000001,"L",146.723628747948
"RECENT","NH4",2012-10-01,10,2013,"Lone_Pine",3692.78910000001,"L",131.54768382746
"RECENT","NH4",2012-10-01,10,2013,"Godowa",1470.1266,"L",266.452917719511
"RECENT","NH4",2012-10-01,10,2013,"Sycan",1440.5751,"L",32.5111862666445
"RECENT","NH4",2012-10-01,10,2013,"SF_Ivory",753.1524,"L",26.8358496219681
"RECENT","NH4",2012-10-01,10,2013,"SF",279.5418,"L",14.9616410263273
"RECENT","NH4",2012-10-01,10,2013,"NF_Ivory",535.3254,"L",64.2546402568541
"RECENT","NH4",2012-10-01,10,2013,"NF",186.8526,"L",64.9810437173495
"RECENT","NH4",2012-10-01,10,2013,"Power-Lone_Pine",429.7617,"L",15.1759449204878
"RECENT","NH4",2012-10-01,10,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",-167.416420158695
"RECENT","NH4",2012-10-01,10,2013,"Godowa-SF-NF",1003.7322,"L",186.510232975834
"RECENT","NH4",2012-10-01,10,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",175.362427840688
"RECENT","NH4",2012-10-01,10,2013,"SF_Ivory-SF",473.6106,"L",11.8742085956408
"RECENT","NH4",2012-10-01,10,2013,"NF_Ivory-NF",348.4728,"L",-0.726403460495391
"RECENT","NH4",2012-11-01,11,2013,"Power",4122.55080000001,"L",156.163834623465
"RECENT","NH4",2012-11-01,11,2013,"Lone_Pine",3692.78910000001,"L",159.034278713591
"RECENT","NH4",2012-11-01,11,2013,"Godowa",1470.1266,"L",113.941759995659
"RECENT","NH4",2012-11-01,11,2013,"Sycan",1440.5751,"L",75.6820137780773
"RECENT","NH4",2012-11-01,11,2013,"SF_Ivory",753.1524,"L",15.711523159994
"RECENT","NH4",2012-11-01,11,2013,"SF",279.5418,"L",11.3066362054573
"RECENT","NH4",2012-11-01,11,2013,"NF_Ivory",535.3254,"L",134.16008293693
"RECENT","NH4",2012-11-01,11,2013,"NF",186.8526,"L",62.9138527870619
"RECENT","NH4",2012-11-01,11,2013,"Power-Lone_Pine",429.7617,"L",-2.87044409012643
"RECENT","NH4",2012-11-01,11,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",-30.5894950601451
"RECENT","NH4",2012-11-01,11,2013,"Godowa-SF-NF",1003.7322,"L",39.72127100314
"RECENT","NH4",2012-11-01,11,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",-35.9298461012649
"RECENT","NH4",2012-11-01,11,2013,"SF_Ivory-SF",473.6106,"L",4.40488695453676
"RECENT","NH4",2012-11-01,11,2013,"NF_Ivory-NF",348.4728,"L",71.2462301498681
"RECENT","NH4",2012-12-01,12,2013,"Power",4122.55080000001,"L",427.882446817771
"RECENT","NH4",2012-12-01,12,2013,"Lone_Pine",3692.78910000001,"L",671.888653413379
"RECENT","NH4",2012-12-01,12,2013,"Godowa",1470.1266,"L",425.924961277063
"RECENT","NH4",2012-12-01,12,2013,"Sycan",1440.5751,"L",76.4334042447413
"RECENT","NH4",2012-12-01,12,2013,"SF_Ivory",753.1524,"L",281.225902648773
"RECENT","NH4",2012-12-01,12,2013,"SF",279.5418,"L",33.9348520526829
"RECENT","NH4",2012-12-01,12,2013,"NF_Ivory",535.3254,"L",70.7679168718641
"RECENT","NH4",2012-12-01,12,2013,"NF",186.8526,"L",50.9973070897932
"RECENT","NH4",2012-12-01,12,2013,"Power-Lone_Pine",429.7617,"L",-244.006206595608
"RECENT","NH4",2012-12-01,12,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",169.530287891575
"RECENT","NH4",2012-12-01,12,2013,"Godowa-SF-NF",1003.7322,"L",340.992802134587
"RECENT","NH4",2012-12-01,12,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",73.9311417564259
"RECENT","NH4",2012-12-01,12,2013,"SF_Ivory-SF",473.6106,"L",247.29105059609
"RECENT","NH4",2012-12-01,12,2013,"NF_Ivory-NF",348.4728,"L",19.7706097820709
"RECENT","NH4",2013-01-01,1,2013,"Power",4122.55080000001,"L",370.871011437218
"RECENT","NH4",2013-01-01,1,2013,"Lone_Pine",3692.78910000001,"L",451.302441661355
"RECENT","NH4",2013-01-01,1,2013,"Godowa",1470.1266,"L",305.278689724946
"RECENT","NH4",2013-01-01,1,2013,"Sycan",1440.5751,"L",32.5905099039914
"RECENT","NH4",2013-01-01,1,2013,"SF_Ivory",753.1524,"L",80.7181479052944
"RECENT","NH4",2013-01-01,1,2013,"SF",279.5418,"L",22.8203550777528
"RECENT","NH4",2013-01-01,1,2013,"NF_Ivory",535.3254,"L",67.0652376310351
"RECENT","NH4",2013-01-01,1,2013,"NF",186.8526,"L",21.8447394637175
"RECENT","NH4",2013-01-01,1,2013,"Power-Lone_Pine",429.7617,"L",-80.4314302241366
"RECENT","NH4",2013-01-01,1,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",113.433242032417
"RECENT","NH4",2013-01-01,1,2013,"Godowa-SF-NF",1003.7322,"L",260.613595183476
"RECENT","NH4",2013-01-01,1,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",157.495304188617
"RECENT","NH4",2013-01-01,1,2013,"SF_Ivory-SF",473.6106,"L",57.8977928275416
"RECENT","NH4",2013-01-01,1,2013,"NF_Ivory-NF",348.4728,"L",45.2204981673176
"RECENT","NH4",2013-02-01,2,2013,"Power",4122.55080000001,"L",274.417941342863
"RECENT","NH4",2013-02-01,2,2013,"Lone_Pine",3692.78910000001,"L",199.573784999313
"RECENT","NH4",2013-02-01,2,2013,"Godowa",1470.1266,"L",196.33362666598
"RECENT","NH4",2013-02-01,2,2013,"Sycan",1440.5751,"L",25.0291805360501
"RECENT","NH4",2013-02-01,2,2013,"SF_Ivory",753.1524,"L",33.1639672923378
"RECENT","NH4",2013-02-01,2,2013,"SF",279.5418,"L",13.6113267674657
"RECENT","NH4",2013-02-01,2,2013,"NF_Ivory",535.3254,"L",61.9777346327664
"RECENT","NH4",2013-02-01,2,2013,"NF",186.8526,"L",21.4097845366694
"RECENT","NH4",2013-02-01,2,2013,"Power-Lone_Pine",429.7617,"L",74.8441563435499
"RECENT","NH4",2013-02-01,2,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",-21.7890222027171
"RECENT","NH4",2013-02-01,2,2013,"Godowa-SF-NF",1003.7322,"L",161.312515361845
"RECENT","NH4",2013-02-01,2,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",101.191924740876
"RECENT","NH4",2013-02-01,2,2013,"SF_Ivory-SF",473.6106,"L",19.5526405248721
"RECENT","NH4",2013-02-01,2,2013,"NF_Ivory-NF",348.4728,"L",40.567950096097
"RECENT","NH4",2013-03-01,3,2013,"Power",4122.55080000001,"L",375.351716872669
"RECENT","NH4",2013-03-01,3,2013,"Lone_Pine",3692.78910000001,"L",595.313002233418
"RECENT","NH4",2013-03-01,3,2013,"Godowa",1470.1266,"L",264.368836045508
"RECENT","NH4",2013-03-01,3,2013,"Sycan",1440.5751,"L",100.731913833044
"RECENT","NH4",2013-03-01,3,2013,"SF_Ivory",753.1524,"L",229.719067843409
"RECENT","NH4",2013-03-01,3,2013,"SF",279.5418,"L",39.9179191895142
"RECENT","NH4",2013-03-01,3,2013,"NF_Ivory",535.3254,"L",67.7431338422184
"RECENT","NH4",2013-03-01,3,2013,"NF",186.8526,"L",36.1596088681619
"RECENT","NH4",2013-03-01,3,2013,"Power-Lone_Pine",429.7617,"L",-219.96128536075
"RECENT","NH4",2013-03-01,3,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",230.212252354867
"RECENT","NH4",2013-03-01,3,2013,"Godowa-SF-NF",1003.7322,"L",188.291307987832
"RECENT","NH4",2013-03-01,3,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",-33.0933656401198
"RECENT","NH4",2013-03-01,3,2013,"SF_Ivory-SF",473.6106,"L",189.801148653895
"RECENT","NH4",2013-03-01,3,2013,"NF_Ivory-NF",348.4728,"L",31.5835249740564
"RECENT","NH4",2013-04-01,4,2013,"Power",4122.55080000001,"L",460.407825060365
"RECENT","NH4",2013-04-01,4,2013,"Lone_Pine",3692.78910000001,"L",679.764292442036
"RECENT","NH4",2013-04-01,4,2013,"Godowa",1470.1266,"L",289.726619406949
"RECENT","NH4",2013-04-01,4,2013,"Sycan",1440.5751,"L",102.429926231682
"RECENT","NH4",2013-04-01,4,2013,"SF_Ivory",753.1524,"L",208.185988764303
"RECENT","NH4",2013-04-01,4,2013,"SF",279.5418,"L",80.3321738301642
"RECENT","NH4",2013-04-01,4,2013,"NF_Ivory",535.3254,"L",100.365245688427
"RECENT","NH4",2013-04-01,4,2013,"NF",186.8526,"L",83.8804589812331
"RECENT","NH4",2013-04-01,4,2013,"Power-Lone_Pine",429.7617,"L",-219.356467381672
"RECENT","NH4",2013-04-01,4,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",287.607746803406
"RECENT","NH4",2013-04-01,4,2013,"Godowa-SF-NF",1003.7322,"L",125.513986595551
"RECENT","NH4",2013-04-01,4,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",-18.8246150457815
"RECENT","NH4",2013-04-01,4,2013,"SF_Ivory-SF",473.6106,"L",127.853814934139
"RECENT","NH4",2013-04-01,4,2013,"NF_Ivory-NF",348.4728,"L",16.4847867071938
"RECENT","NH4",2013-05-01,5,2013,"Power",4122.55080000001,"L",166.793987751477
"RECENT","NH4",2013-05-01,5,2013,"Lone_Pine",3692.78910000001,"L",172.688932277033
"RECENT","NH4",2013-05-01,5,2013,"Godowa",1470.1266,"L",126.495709548167
"RECENT","NH4",2013-05-01,5,2013,"Sycan",1440.5751,"L",27.804293518466
"RECENT","NH4",2013-05-01,5,2013,"SF_Ivory",753.1524,"L",30.3523548233189
"RECENT","NH4",2013-05-01,5,2013,"SF",279.5418,"L",58.0629383177423
"RECENT","NH4",2013-05-01,5,2013,"NF_Ivory",535.3254,"L",81.2667154446792
"RECENT","NH4",2013-05-01,5,2013,"NF",186.8526,"L",75.6361752021384
"RECENT","NH4",2013-05-01,5,2013,"Power-Lone_Pine",429.7617,"L",-5.89494452555559
"RECENT","NH4",2013-05-01,5,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",18.3889292103991
"RECENT","NH4",2013-05-01,5,2013,"Godowa-SF-NF",1003.7322,"L",-7.20340397171317
"RECENT","NH4",2013-05-01,5,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",14.8766392801694
"RECENT","NH4",2013-05-01,5,2013,"SF_Ivory-SF",473.6106,"L",-27.7105834944234
"RECENT","NH4",2013-05-01,5,2013,"NF_Ivory-NF",348.4728,"L",5.63054024254079
"RECENT","NH4",2013-06-01,6,2013,"Power",4122.55080000001,"L",142.479408045506
"RECENT","NH4",2013-06-01,6,2013,"Lone_Pine",3692.78910000001,"L",98.8253176909519
"RECENT","NH4",2013-06-01,6,2013,"Godowa",1470.1266,"L",105.242553881297
"RECENT","NH4",2013-06-01,6,2013,"Sycan",1440.5751,"L",9.43524741593946
"RECENT","NH4",2013-06-01,6,2013,"SF_Ivory",753.1524,"L",17.5926736690045
"RECENT","NH4",2013-06-01,6,2013,"SF",279.5418,"L",19.5401676368529
"RECENT","NH4",2013-06-01,6,2013,"NF_Ivory",535.3254,"L",44.839075427791
"RECENT","NH4",2013-06-01,6,2013,"NF",186.8526,"L",69.9917861581112
"RECENT","NH4",2013-06-01,6,2013,"Power-Lone_Pine",429.7617,"L",43.6540903545545
"RECENT","NH4",2013-06-01,6,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",-15.852483606285
"RECENT","NH4",2013-06-01,6,2013,"Godowa-SF-NF",1003.7322,"L",15.7106000863333
"RECENT","NH4",2013-06-01,6,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",42.8108047845019
"RECENT","NH4",2013-06-01,6,2013,"SF_Ivory-SF",473.6106,"L",-1.94749396784842
"RECENT","NH4",2013-06-01,6,2013,"NF_Ivory-NF",348.4728,"L",-25.1527107303202
"RECENT","NH4",2013-07-01,7,2013,"Power",4122.55080000001,"L",260.180749639213
"RECENT","NH4",2013-07-01,7,2013,"Lone_Pine",3692.78910000001,"L",114.33606988592
"RECENT","NH4",2013-07-01,7,2013,"Godowa",1470.1266,"L",76.2502284799237
"RECENT","NH4",2013-07-01,7,2013,"Sycan",1440.5751,"L",5.9772031310137
"RECENT","NH4",2013-07-01,7,2013,"SF_Ivory",753.1524,"L",8.15582529281834
"RECENT","NH4",2013-07-01,7,2013,"SF",279.5418,"L",7.45197168130441
"RECENT","NH4",2013-07-01,7,2013,"NF_Ivory",535.3254,"L",38.3797335548135
"RECENT","NH4",2013-07-01,7,2013,"NF",186.8526,"L",42.7550553234849
"RECENT","NH4",2013-07-01,7,2013,"Power-Lone_Pine",429.7617,"L",145.844679753293
"RECENT","NH4",2013-07-01,7,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",32.1086382749826
"RECENT","NH4",2013-07-01,7,2013,"Godowa-SF-NF",1003.7322,"L",26.0432014751344
"RECENT","NH4",2013-07-01,7,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",29.7146696322919
"RECENT","NH4",2013-07-01,7,2013,"SF_Ivory-SF",473.6106,"L",0.703853611513929
"RECENT","NH4",2013-07-01,7,2013,"NF_Ivory-NF",348.4728,"L",-4.37532176867145
"RECENT","NH4",2013-08-01,8,2013,"Power",4122.55080000001,"L",280.022916312503
"RECENT","NH4",2013-08-01,8,2013,"Lone_Pine",3692.78910000001,"L",184.611780521086
"RECENT","NH4",2013-08-01,8,2013,"Godowa",1470.1266,"L",71.232383934455
"RECENT","NH4",2013-08-01,8,2013,"Sycan",1440.5751,"L",11.5468137701229
"RECENT","NH4",2013-08-01,8,2013,"SF_Ivory",753.1524,"L",7.43431257334421
"RECENT","NH4",2013-08-01,8,2013,"SF",279.5418,"L",5.3709882951079
"RECENT","NH4",2013-08-01,8,2013,"NF_Ivory",535.3254,"L",34.7394285715599
"RECENT","NH4",2013-08-01,8,2013,"NF",186.8526,"L",39.4258010450072
"RECENT","NH4",2013-08-01,8,2013,"Power-Lone_Pine",429.7617,"L",95.4111357914165
"RECENT","NH4",2013-08-01,8,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",101.832582816508
"RECENT","NH4",2013-08-01,8,2013,"Godowa-SF-NF",1003.7322,"L",26.43559459434
"RECENT","NH4",2013-08-01,8,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",29.0586427895509
"RECENT","NH4",2013-08-01,8,2013,"SF_Ivory-SF",473.6106,"L",2.0633242782363
"RECENT","NH4",2013-08-01,8,2013,"NF_Ivory-NF",348.4728,"L",-4.68637247344721
"RECENT","NH4",2013-09-01,9,2013,"Power",4122.55080000001,"L",240.233009962795
"RECENT","NH4",2013-09-01,9,2013,"Lone_Pine",3692.78910000001,"L",89.9543003991825
"RECENT","NH4",2013-09-01,9,2013,"Godowa",1470.1266,"L",132.268793771443
"RECENT","NH4",2013-09-01,9,2013,"Sycan",1440.5751,"L",8.13263915605472
"RECENT","NH4",2013-09-01,9,2013,"SF_Ivory",753.1524,"L",13.1798446900897
"RECENT","NH4",2013-09-01,9,2013,"SF",279.5418,"L",8.17594268749687
"RECENT","NH4",2013-09-01,9,2013,"NF_Ivory",535.3254,"L",42.4507128620319
"RECENT","NH4",2013-09-01,9,2013,"NF",186.8526,"L",36.0483080753172
"RECENT","NH4",2013-09-01,9,2013,"Power-Lone_Pine",429.7617,"L",150.278709563613
"RECENT","NH4",2013-09-01,9,2013,"Lone_Pine-Godowa-Sycan",782.0874,"L",-50.4471325283148
"RECENT","NH4",2013-09-01,9,2013,"Godowa-SF-NF",1003.7322,"L",88.0445430086285
"RECENT","NH4",2013-09-01,9,2013,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",76.6382362193209
"RECENT","NH4",2013-09-01,9,2013,"SF_Ivory-SF",473.6106,"L",5.00390200259288
"RECENT","NH4",2013-09-01,9,2013,"NF_Ivory-NF",348.4728,"L",6.40240478671467
"RECENT","NH4",2013-10-01,10,2014,"Power",4122.55080000001,"L",133.937122173863
"RECENT","NH4",2013-10-01,10,2014,"Lone_Pine",3692.78910000001,"L",89.6910173536358
"RECENT","NH4",2013-10-01,10,2014,"Godowa",1470.1266,"L",183.82536188353
"RECENT","NH4",2013-10-01,10,2014,"Sycan",1440.5751,"L",9.91187220182607
"RECENT","NH4",2013-10-01,10,2014,"SF_Ivory",753.1524,"L",8.56384211355468
"RECENT","NH4",2013-10-01,10,2014,"SF",279.5418,"L",9.00199939232748
"RECENT","NH4",2013-10-01,10,2014,"NF_Ivory",535.3254,"L",28.7243052234377
"RECENT","NH4",2013-10-01,10,2014,"NF",186.8526,"L",35.8504803021641
"RECENT","NH4",2013-10-01,10,2014,"Power-Lone_Pine",429.7617,"L",44.2461048202275
"RECENT","NH4",2013-10-01,10,2014,"Lone_Pine-Godowa-Sycan",782.0874,"L",-104.04621673172
"RECENT","NH4",2013-10-01,10,2014,"Godowa-SF-NF",1003.7322,"L",138.972882189038
"RECENT","NH4",2013-10-01,10,2014,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",146.537214546537
"RECENT","NH4",2013-10-01,10,2014,"SF_Ivory-SF",473.6106,"L",-0.438157278772799
"RECENT","NH4",2013-10-01,10,2014,"NF_Ivory-NF",348.4728,"L",-7.12617507872639
"RECENT","NH4",2013-11-01,11,2014,"Power",4122.55080000001,"L",100.421252759634
"RECENT","NH4",2013-11-01,11,2014,"Lone_Pine",3692.78910000001,"L",87.0026629299252
"RECENT","NH4",2013-11-01,11,2014,"Godowa",1470.1266,"L",91.0720084287067
"RECENT","NH4",2013-11-01,11,2014,"Sycan",1440.5751,"L",7.90740963699404
"RECENT","NH4",2013-11-01,11,2014,"SF_Ivory",753.1524,"L",6.76442464535779
"RECENT","NH4",2013-11-01,11,2014,"SF",279.5418,"L",6.58480046376091
"RECENT","NH4",2013-11-01,11,2014,"NF_Ivory",535.3254,"L",29.4182769559985
"RECENT","NH4",2013-11-01,11,2014,"NF",186.8526,"L",20.9482101012037
"RECENT","NH4",2013-11-01,11,2014,"Power-Lone_Pine",429.7617,"L",13.4185898297091
"RECENT","NH4",2013-11-01,11,2014,"Lone_Pine-Godowa-Sycan",782.0874,"L",-11.9767551357755
"RECENT","NH4",2013-11-01,11,2014,"Godowa-SF-NF",1003.7322,"L",63.5389978637421
"RECENT","NH4",2013-11-01,11,2014,"Godowa-SF_Ivory-NF_Ivory",181.6488,"L",54.8893068273504
"RECENT","NH4",2013-11-01,11,2014,"SF_Ivory-SF",473.6106,"L",0.179624181596883
"RECENT","NH4",2013-11-01,11,2014,"NF_Ivory-NF",348.4728,"L",8.47006685479483
"RECENT","NH4",2013-12-01,12,2014,"Power",4122.55080000001,"L",126.062293299218
"RECENT","NH4",2013-12-01,12,2014,"Lone_Pine",3692.78910000001,"L",105.02836441213
"RECENT","NH4",2013-12-01,12,2014,"Godowa",1470.1266,"L",102.497040364854
"RECENT","NH4",2013-12-01,12,2014,"Sycan",1440.5751,"L",8.35929205657862
