"DATASET","VAR","MONTHYEAR","MONTH","WYEAR","SITE_NAME","AREA_KM2","TERM","VALUE"
"POR","NH4",2002-03-01,3,2002,"Power",4122.55080000001,"L",1315.72376158477
"POR","NH4",2002-03-01,3,2002,"Lone_Pine",3692.78910000001,"L",640.787407453037
"POR","NH4",2002-03-01,3,2002,"Godowa",1470.1266,"L",297.075306054772
"POR","NH4",2002-03-01,3,2002,"Sycan",1440.5751,"L",313.969511213851
"POR","NH4",2002-03-01,3,2002,"SF",279.5418,"L",35.9325025128158
"POR","NH4",2002-03-01,3,2002,"NF",186.8526,"L",29.3633488598488
"POR","NH4",2002-03-01,3,2002,"Power-Lone_Pine",429.7617,"L",674.936354131735
"POR","NH4",2002-03-01,3,2002,"Lone_Pine-Godowa-Sycan",782.0874,"L",29.7425901844134
"POR","NH4",2002-03-01,3,2002,"Godowa-SF-NF",1003.7322,"L",231.779454682108
"POR","NH4",2002-04-01,4,2002,"Power",4122.55080000001,"L",2185.04899496258
"POR","NH4",2002-04-01,4,2002,"Lone_Pine",3692.78910000001,"L",2368.25308853133
"POR","NH4",2002-04-01,4,2002,"Godowa",1470.1266,"L",2737.26049988694
"POR","NH4",2002-04-01,4,2002,"Sycan",1440.5751,"L",341.802203655572
"POR","NH4",2002-04-01,4,2002,"SF",279.5418,"L",225.554315884411
"POR","NH4",2002-04-01,4,2002,"NF",186.8526,"L",182.018301492334
"POR","NH4",2002-04-01,4,2002,"Power-Lone_Pine",429.7617,"L",-183.204093568742
"POR","NH4",2002-04-01,4,2002,"Lone_Pine-Godowa-Sycan",782.0874,"L",-710.809615011181
"POR","NH4",2002-04-01,4,2002,"Godowa-SF-NF",1003.7322,"L",2329.68788251019
"POR","NH4",2002-05-01,5,2002,"Power",4122.55080000001,"L",1190.32099874874
"POR","NH4",2002-05-01,5,2002,"Lone_Pine",3692.78910000001,"L",1067.60363174781
"POR","NH4",2002-05-01,5,2002,"Godowa",1470.1266,"L",840.131505863089
"POR","NH4",2002-05-01,5,2002,"Sycan",1440.5751,"L",206.327338325894
"POR","NH4",2002-05-01,5,2002,"SF",279.5418,"L",160.274289550927
"POR","NH4",2002-05-01,5,2002,"NF",186.8526,"L",194.033318559839
"POR","NH4",2002-05-01,5,2002,"Power-Lone_Pine",429.7617,"L",122.717367000931
"POR","NH4",2002-05-01,5,2002,"Lone_Pine-Godowa-Sycan",782.0874,"L",21.14478755883
"POR","NH4",2002-05-01,5,2002,"Godowa-SF-NF",1003.7322,"L",485.823897752323
"POR","NH4",2002-06-01,6,2002,"Power",4122.55080000001,"L",157.889254344923
"POR","NH4",2002-06-01,6,2002,"Lone_Pine",3692.78910000001,"L",166.18107935166
"POR","NH4",2002-06-01,6,2002,"Godowa",1470.1266,"L",168.441485662634
"POR","NH4",2002-06-01,6,2002,"Sycan",1440.5751,"L",28.2288741754652
"POR","NH4",2002-06-01,6,2002,"SF",279.5418,"L",31.174941340354
"POR","NH4",2002-06-01,6,2002,"NF",186.8526,"L",61.8047825613352
"POR","NH4",2002-06-01,6,2002,"Power-Lone_Pine",429.7617,"L",-8.29182500673645
"POR","NH4",2002-06-01,6,2002,"Lone_Pine-Godowa-Sycan",782.0874,"L",-30.4892804864392
"POR","NH4",2002-06-01,6,2002,"Godowa-SF-NF",1003.7322,"L",75.4617617609445
"POR","NH4",2002-07-01,7,2002,"Power",4122.55080000001,"L",111.116682922636
"POR","NH4",2002-07-01,7,2002,"Lone_Pine",3692.78910000001,"L",95.8493491991978
"POR","NH4",2002-07-01,7,2002,"Godowa",1470.1266,"L",140.091490569527
"POR","NH4",2002-07-01,7,2002,"Sycan",1440.5751,"L",13.3867174080118
"POR","NH4",2002-07-01,7,2002,"SF",279.5418,"L",13.8496816357922
"POR","NH4",2002-07-01,7,2002,"NF",186.8526,"L",51.3866860908998
"POR","NH4",2002-07-01,7,2002,"Power-Lone_Pine",429.7617,"L",15.2673337234382
"POR","NH4",2002-07-01,7,2002,"Lone_Pine-Godowa-Sycan",782.0874,"L",-57.6288587783415
"POR","NH4",2002-07-01,7,2002,"Godowa-SF-NF",1003.7322,"L",74.8551228428355
"POR","NH4",2002-08-01,8,2002,"Power",4122.55080000001,"L",110.680289163268
"POR","NH4",2002-08-01,8,2002,"Lone_Pine",3692.78910000001,"L",94.5963086694712
"POR","NH4",2002-08-01,8,2002,"Godowa",1470.1266,"L",111.225641453834
"POR","NH4",2002-08-01,8,2002,"Sycan",1440.5751,"L",13.3436603125241
"POR","NH4",2002-08-01,8,2002,"SF",279.5418,"L",9.09971873002511
"POR","NH4",2002-08-01,8,2002,"NF",186.8526,"L",32.3014362343651
"POR","NH4",2002-08-01,8,2002,"Power-Lone_Pine",429.7617,"L",16.0839804937969
"POR","NH4",2002-08-01,8,2002,"Lone_Pine-Godowa-Sycan",782.0874,"L",-29.9729930968873
"POR","NH4",2002-08-01,8,2002,"Godowa-SF-NF",1003.7322,"L",69.8244864894441
"POR","NH4",2002-09-01,9,2002,"Power",4122.55080000001,"L",220.532341358837
"POR","NH4",2002-09-01,9,2002,"Lone_Pine",3692.78910000001,"L",125.649643343864
"POR","NH4",2002-09-01,9,2002,"Godowa",1470.1266,"L",157.028970206832
"POR","NH4",2002-09-01,9,2002,"Sycan",1440.5751,"L",16.7626629106986
"POR","NH4",2002-09-01,9,2002,"SF",279.5418,"L",15.1758395252582
"POR","NH4",2002-09-01,9,2002,"NF",186.8526,"L",38.0678245337312
"POR","NH4",2002-09-01,9,2002,"Power-Lone_Pine",429.7617,"L",94.8826980149729
"POR","NH4",2002-09-01,9,2002,"Lone_Pine-Godowa-Sycan",782.0874,"L",-48.1419897736668
"POR","NH4",2002-09-01,9,2002,"Godowa-SF-NF",1003.7322,"L",103.785306147843
"POR","NH4",2002-10-01,10,2003,"Power",4122.55080000001,"L",213.592032207569
"POR","NH4",2002-10-01,10,2003,"Lone_Pine",3692.78910000001,"L",147.818224645432
"POR","NH4",2002-10-01,10,2003,"Godowa",1470.1266,"L",235.769928349386
"POR","NH4",2002-10-01,10,2003,"Sycan",1440.5751,"L",26.4639733467
"POR","NH4",2002-10-01,10,2003,"SF",279.5418,"L",8.46226688911213
"POR","NH4",2002-10-01,10,2003,"NF",186.8526,"L",31.3222732012695
"POR","NH4",2002-10-01,10,2003,"Power-Lone_Pine",429.7617,"L",65.773807562137
"POR","NH4",2002-10-01,10,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-114.415677050654
"POR","NH4",2002-10-01,10,2003,"Godowa-SF-NF",1003.7322,"L",195.985388259004
"POR","NH4",2002-11-01,11,2003,"Power",4122.55080000001,"L",330.080945484697
"POR","NH4",2002-11-01,11,2003,"Lone_Pine",3692.78910000001,"L",205.065971072098
"POR","NH4",2002-11-01,11,2003,"Godowa",1470.1266,"L",249.701220621047
"POR","NH4",2002-11-01,11,2003,"Sycan",1440.5751,"L",29.1284376653407
"POR","NH4",2002-11-01,11,2003,"SF",279.5418,"L",17.3278252680796
"POR","NH4",2002-11-01,11,2003,"NF",186.8526,"L",33.8888225859319
"POR","NH4",2002-11-01,11,2003,"Power-Lone_Pine",429.7617,"L",125.0149744126
"POR","NH4",2002-11-01,11,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-73.7636872142901
"POR","NH4",2002-11-01,11,2003,"Godowa-SF-NF",1003.7322,"L",198.484572767036
"POR","NH4",2002-12-01,12,2003,"Power",4122.55080000001,"L",373.330199897743
"POR","NH4",2002-12-01,12,2003,"Lone_Pine",3692.78910000001,"L",495.636571953911
"POR","NH4",2002-12-01,12,2003,"Godowa",1470.1266,"L",518.556954450641
"POR","NH4",2002-12-01,12,2003,"Sycan",1440.5751,"L",24.4989299766093
"POR","NH4",2002-12-01,12,2003,"SF",279.5418,"L",13.5335099877968
"POR","NH4",2002-12-01,12,2003,"NF",186.8526,"L",87.5346076996973
"POR","NH4",2002-12-01,12,2003,"Power-Lone_Pine",429.7617,"L",-122.306372056168
"POR","NH4",2002-12-01,12,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-47.4193124733392
"POR","NH4",2002-12-01,12,2003,"Godowa-SF-NF",1003.7322,"L",417.488836763147
"POR","NH4",2003-01-01,1,2003,"Power",4122.55080000001,"L",889.123916935018
"POR","NH4",2003-01-01,1,2003,"Lone_Pine",3692.78910000001,"L",1425.47559055667
"POR","NH4",2003-01-01,1,2003,"Godowa",1470.1266,"L",554.193122231219
"POR","NH4",2003-01-01,1,2003,"Sycan",1440.5751,"L",224.820932847656
"POR","NH4",2003-01-01,1,2003,"SF",279.5418,"L",30.5145920206216
"POR","NH4",2003-01-01,1,2003,"NF",186.8526,"L",39.9269539016179
"POR","NH4",2003-01-01,1,2003,"Power-Lone_Pine",429.7617,"L",-536.351673621653
"POR","NH4",2003-01-01,1,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",646.461535477796
"POR","NH4",2003-01-01,1,2003,"Godowa-SF-NF",1003.7322,"L",483.75157630898
"POR","NH4",2003-02-01,2,2003,"Power",4122.55080000001,"L",424.386062735631
"POR","NH4",2003-02-01,2,2003,"Lone_Pine",3692.78910000001,"L",390.254749411926
"POR","NH4",2003-02-01,2,2003,"Godowa",1470.1266,"L",477.743176672491
"POR","NH4",2003-02-01,2,2003,"Sycan",1440.5751,"L",115.230243680975
"POR","NH4",2003-02-01,2,2003,"SF",279.5418,"L",22.5369060503361
"POR","NH4",2003-02-01,2,2003,"NF",186.8526,"L",35.0346057039395
"POR","NH4",2003-02-01,2,2003,"Power-Lone_Pine",429.7617,"L",34.1313133237053
"POR","NH4",2003-02-01,2,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-202.71867094154
"POR","NH4",2003-02-01,2,2003,"Godowa-SF-NF",1003.7322,"L",420.171664918215
"POR","NH4",2003-03-01,3,2003,"Power",4122.55080000001,"L",1019.09555787799
"POR","NH4",2003-03-01,3,2003,"Lone_Pine",3692.78910000001,"L",1645.21701719241
"POR","NH4",2003-03-01,3,2003,"Godowa",1470.1266,"L",1092.43611201387
"POR","NH4",2003-03-01,3,2003,"Sycan",1440.5751,"L",240.688656666168
"POR","NH4",2003-03-01,3,2003,"SF",279.5418,"L",44.9874572169127
"POR","NH4",2003-03-01,3,2003,"NF",186.8526,"L",66.3423088508595
"POR","NH4",2003-03-01,3,2003,"Power-Lone_Pine",429.7617,"L",-626.121459314419
"POR","NH4",2003-03-01,3,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",312.092248512378
"POR","NH4",2003-03-01,3,2003,"Godowa-SF-NF",1003.7322,"L",981.106345946095
"POR","NH4",2003-04-01,4,2003,"Power",4122.55080000001,"L",840.354350378142
"POR","NH4",2003-04-01,4,2003,"Lone_Pine",3692.78910000001,"L",1286.71715008677
"POR","NH4",2003-04-01,4,2003,"Godowa",1470.1266,"L",1102.88647602629
"POR","NH4",2003-04-01,4,2003,"Sycan",1440.5751,"L",404.896738968944
"POR","NH4",2003-04-01,4,2003,"SF",279.5418,"L",136.56792266147
"POR","NH4",2003-04-01,4,2003,"NF",186.8526,"L",120.545793923123
"POR","NH4",2003-04-01,4,2003,"Power-Lone_Pine",429.7617,"L",-446.362799708629
"POR","NH4",2003-04-01,4,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-221.066064908462
"POR","NH4",2003-04-01,4,2003,"Godowa-SF-NF",1003.7322,"L",845.772759441695
"POR","NH4",2003-05-01,5,2003,"Power",4122.55080000001,"L",758.807365368681
"POR","NH4",2003-05-01,5,2003,"Lone_Pine",3692.78910000001,"L",1180.00937964142
"POR","NH4",2003-05-01,5,2003,"Godowa",1470.1266,"L",1382.20003048685
"POR","NH4",2003-05-01,5,2003,"Sycan",1440.5751,"L",271.046109115697
"POR","NH4",2003-05-01,5,2003,"SF",279.5418,"L",280.381275363484
"POR","NH4",2003-05-01,5,2003,"NF",186.8526,"L",249.059725926938
"POR","NH4",2003-05-01,5,2003,"Power-Lone_Pine",429.7617,"L",-421.202014272734
"POR","NH4",2003-05-01,5,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-473.236759961127
"POR","NH4",2003-05-01,5,2003,"Godowa-SF-NF",1003.7322,"L",852.759029196423
"POR","NH4",2003-06-01,6,2003,"Power",4122.55080000001,"L",596.093606617544
"POR","NH4",2003-06-01,6,2003,"Lone_Pine",3692.78910000001,"L",390.589149245039
"POR","NH4",2003-06-01,6,2003,"Godowa",1470.1266,"L",447.255276550765
"POR","NH4",2003-06-01,6,2003,"Sycan",1440.5751,"L",76.1417804302071
"POR","NH4",2003-06-01,6,2003,"SF",279.5418,"L",90.3033030669958
"POR","NH4",2003-06-01,6,2003,"NF",186.8526,"L",157.155576151272
"POR","NH4",2003-06-01,6,2003,"Power-Lone_Pine",429.7617,"L",205.504457372505
"POR","NH4",2003-06-01,6,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-132.807907735932
"POR","NH4",2003-06-01,6,2003,"Godowa-SF-NF",1003.7322,"L",199.796397332496
"POR","NH4",2003-07-01,7,2003,"Power",4122.55080000001,"L",151.09054921761
"POR","NH4",2003-07-01,7,2003,"Lone_Pine",3692.78910000001,"L",116.064547266987
"POR","NH4",2003-07-01,7,2003,"Godowa",1470.1266,"L",196.449567051574
"POR","NH4",2003-07-01,7,2003,"Sycan",1440.5751,"L",17.5592656420617
"POR","NH4",2003-07-01,7,2003,"SF",279.5418,"L",16.4317536480957
"POR","NH4",2003-07-01,7,2003,"NF",186.8526,"L",53.6234900783846
"POR","NH4",2003-07-01,7,2003,"Power-Lone_Pine",429.7617,"L",35.0260019506233
"POR","NH4",2003-07-01,7,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-97.9442854266488
"POR","NH4",2003-07-01,7,2003,"Godowa-SF-NF",1003.7322,"L",126.394323325094
"POR","NH4",2003-08-01,8,2003,"Power",4122.55080000001,"L",118.915425137773
"POR","NH4",2003-08-01,8,2003,"Lone_Pine",3692.78910000001,"L",121.599754855403
"POR","NH4",2003-08-01,8,2003,"Godowa",1470.1266,"L",160.122195236332
"POR","NH4",2003-08-01,8,2003,"Sycan",1440.5751,"L",14.4240474919769
"POR","NH4",2003-08-01,8,2003,"SF",279.5418,"L",13.3020788950511
"POR","NH4",2003-08-01,8,2003,"NF",186.8526,"L",41.6681743944001
"POR","NH4",2003-08-01,8,2003,"Power-Lone_Pine",429.7617,"L",-2.68432971763039
"POR","NH4",2003-08-01,8,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-52.9464878729053
"POR","NH4",2003-08-01,8,2003,"Godowa-SF-NF",1003.7322,"L",105.15194194688
"POR","NH4",2003-09-01,9,2003,"Power",4122.55080000001,"L",232.280977189714
"POR","NH4",2003-09-01,9,2003,"Lone_Pine",3692.78910000001,"L",141.28219043729
"POR","NH4",2003-09-01,9,2003,"Godowa",1470.1266,"L",148.70544094542
"POR","NH4",2003-09-01,9,2003,"Sycan",1440.5751,"L",12.804288045756
"POR","NH4",2003-09-01,9,2003,"SF",279.5418,"L",10.4480303287025
"POR","NH4",2003-09-01,9,2003,"NF",186.8526,"L",41.5795175055824
"POR","NH4",2003-09-01,9,2003,"Power-Lone_Pine",429.7617,"L",90.9987867524246
"POR","NH4",2003-09-01,9,2003,"Lone_Pine-Godowa-Sycan",782.0874,"L",-20.2275385538856
"POR","NH4",2003-09-01,9,2003,"Godowa-SF-NF",1003.7322,"L",96.6778931111346
"POR","NH4",2003-10-01,10,2004,"Power",4122.55080000001,"L",242.385452435658
"POR","NH4",2003-10-01,10,2004,"Lone_Pine",3692.78910000001,"L",202.473004615096
"POR","NH4",2003-10-01,10,2004,"Godowa",1470.1266,"L",216.061044187395
"POR","NH4",2003-10-01,10,2004,"Sycan",1440.5751,"L",22.0660799713379
"POR","NH4",2003-10-01,10,2004,"SF",279.5418,"L",10.882321079685
"POR","NH4",2003-10-01,10,2004,"NF",186.8526,"L",32.4203826294543
"POR","NH4",2003-10-01,10,2004,"Power-Lone_Pine",429.7617,"L",39.9124478205615
"POR","NH4",2003-10-01,10,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",-35.6541195436361
"POR","NH4",2003-10-01,10,2004,"Godowa-SF-NF",1003.7322,"L",172.758340478255
"POR","NH4",2003-11-01,11,2004,"Power",4122.55080000001,"L",186.131074777551
"POR","NH4",2003-11-01,11,2004,"Lone_Pine",3692.78910000001,"L",274.11114727404
"POR","NH4",2003-11-01,11,2004,"Godowa",1470.1266,"L",262.427282122182
"POR","NH4",2003-11-01,11,2004,"Sycan",1440.5751,"L",28.9609995396023
"POR","NH4",2003-11-01,11,2004,"SF",279.5418,"L",13.3566894987176
"POR","NH4",2003-11-01,11,2004,"NF",186.8526,"L",32.1890037289187
"POR","NH4",2003-11-01,11,2004,"Power-Lone_Pine",429.7617,"L",-87.9800724964886
"POR","NH4",2003-11-01,11,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",-17.2771343877441
"POR","NH4",2003-11-01,11,2004,"Godowa-SF-NF",1003.7322,"L",216.881588894545
"POR","NH4",2003-12-01,12,2004,"Power",4122.55080000001,"L",221.770158708136
"POR","NH4",2003-12-01,12,2004,"Lone_Pine",3692.78910000001,"L",218.679357431432
"POR","NH4",2003-12-01,12,2004,"Godowa",1470.1266,"L",194.60250485105
"POR","NH4",2003-12-01,12,2004,"Sycan",1440.5751,"L",27.7542410474499
"POR","NH4",2003-12-01,12,2004,"SF",279.5418,"L",11.2065994742283
"POR","NH4",2003-12-01,12,2004,"NF",186.8526,"L",31.8278520758869
"POR","NH4",2003-12-01,12,2004,"Power-Lone_Pine",429.7617,"L",3.09080127670359
"POR","NH4",2003-12-01,12,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",-3.67738846706803
"POR","NH4",2003-12-01,12,2004,"Godowa-SF-NF",1003.7322,"L",151.568053300935
"POR","NH4",2004-01-01,1,2004,"Power",4122.55080000001,"L",511.28888040451
"POR","NH4",2004-01-01,1,2004,"Lone_Pine",3692.78910000001,"L",520.848515077889
"POR","NH4",2004-01-01,1,2004,"Godowa",1470.1266,"L",643.671041034683
"POR","NH4",2004-01-01,1,2004,"Sycan",1440.5751,"L",46.3859692714842
"POR","NH4",2004-01-01,1,2004,"SF",279.5418,"L",12.0700357418857
"POR","NH4",2004-01-01,1,2004,"NF",186.8526,"L",35.8554570168026
"POR","NH4",2004-01-01,1,2004,"Power-Lone_Pine",429.7617,"L",-9.55963467337898
"POR","NH4",2004-01-01,1,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",-169.208495228278
"POR","NH4",2004-01-01,1,2004,"Godowa-SF-NF",1003.7322,"L",595.745548275995
"POR","NH4",2004-02-01,2,2004,"Power",4122.55080000001,"L",2237.74329221418
"POR","NH4",2004-02-01,2,2004,"Lone_Pine",3692.78910000001,"L",2857.21756626493
"POR","NH4",2004-02-01,2,2004,"Godowa",1470.1266,"L",1370.59987796094
"POR","NH4",2004-02-01,2,2004,"Sycan",1440.5751,"L",160.835997959251
"POR","NH4",2004-02-01,2,2004,"SF",279.5418,"L",17.1085828475393
"POR","NH4",2004-02-01,2,2004,"NF",186.8526,"L",35.9944458736922
"POR","NH4",2004-02-01,2,2004,"Power-Lone_Pine",429.7617,"L",-619.474274050744
"POR","NH4",2004-02-01,2,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",1325.78169034473
"POR","NH4",2004-02-01,2,2004,"Godowa-SF-NF",1003.7322,"L",1317.49684923971
"POR","NH4",2004-03-01,3,2004,"Power",4122.55080000001,"L",1492.27492066374
"POR","NH4",2004-03-01,3,2004,"Lone_Pine",3692.78910000001,"L",1531.64417403928
"POR","NH4",2004-03-01,3,2004,"Godowa",1470.1266,"L",605.786126139058
"POR","NH4",2004-03-01,3,2004,"Sycan",1440.5751,"L",504.192692488915
"POR","NH4",2004-03-01,3,2004,"SF",279.5418,"L",70.5979323850771
"POR","NH4",2004-03-01,3,2004,"NF",186.8526,"L",61.6766449866429
"POR","NH4",2004-03-01,3,2004,"Power-Lone_Pine",429.7617,"L",-39.3692533755423
"POR","NH4",2004-03-01,3,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",421.665355411306
"POR","NH4",2004-03-01,3,2004,"Godowa-SF-NF",1003.7322,"L",473.511548767338
"POR","NH4",2004-04-01,4,2004,"Power",4122.55080000001,"L",1213.20002007202
"POR","NH4",2004-04-01,4,2004,"Lone_Pine",3692.78910000001,"L",1420.60058084555
"POR","NH4",2004-04-01,4,2004,"Godowa",1470.1266,"L",703.095288540921
"POR","NH4",2004-04-01,4,2004,"Sycan",1440.5751,"L",173.802383043481
"POR","NH4",2004-04-01,4,2004,"SF",279.5418,"L",152.637850816308
"POR","NH4",2004-04-01,4,2004,"NF",186.8526,"L",151.895869331239
"POR","NH4",2004-04-01,4,2004,"Power-Lone_Pine",429.7617,"L",-207.400560773535
"POR","NH4",2004-04-01,4,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",543.70290926115
"POR","NH4",2004-04-01,4,2004,"Godowa-SF-NF",1003.7322,"L",398.561568393374
"POR","NH4",2004-05-01,5,2004,"Power",4122.55080000001,"L",593.006285198724
"POR","NH4",2004-05-01,5,2004,"Lone_Pine",3692.78910000001,"L",773.208584996534
"POR","NH4",2004-05-01,5,2004,"Godowa",1470.1266,"L",523.830820944902
"POR","NH4",2004-05-01,5,2004,"Sycan",1440.5751,"L",93.9496911193325
"POR","NH4",2004-05-01,5,2004,"SF",279.5418,"L",94.6012046813267
"POR","NH4",2004-05-01,5,2004,"NF",186.8526,"L",129.426823495949
"POR","NH4",2004-05-01,5,2004,"Power-Lone_Pine",429.7617,"L",-180.20229979781
"POR","NH4",2004-05-01,5,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",155.4280729323
"POR","NH4",2004-05-01,5,2004,"Godowa-SF-NF",1003.7322,"L",299.802792767626
"POR","NH4",2004-06-01,6,2004,"Power",4122.55080000001,"L",162.996135227794
"POR","NH4",2004-06-01,6,2004,"Lone_Pine",3692.78910000001,"L",149.307408407365
"POR","NH4",2004-06-01,6,2004,"Godowa",1470.1266,"L",155.476754531119
"POR","NH4",2004-06-01,6,2004,"Sycan",1440.5751,"L",32.7328505155551
"POR","NH4",2004-06-01,6,2004,"SF",279.5418,"L",32.7768931096327
"POR","NH4",2004-06-01,6,2004,"NF",186.8526,"L",72.2289819715634
"POR","NH4",2004-06-01,6,2004,"Power-Lone_Pine",429.7617,"L",13.6887268204286
"POR","NH4",2004-06-01,6,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",-38.9021966393089
"POR","NH4",2004-06-01,6,2004,"Godowa-SF-NF",1003.7322,"L",50.4708794499226
"POR","NH4",2004-07-01,7,2004,"Power",4122.55080000001,"L",91.1269835073178
"POR","NH4",2004-07-01,7,2004,"Lone_Pine",3692.78910000001,"L",111.906557511394
"POR","NH4",2004-07-01,7,2004,"Godowa",1470.1266,"L",143.901312944309
"POR","NH4",2004-07-01,7,2004,"Sycan",1440.5751,"L",10.8101024625975
"POR","NH4",2004-07-01,7,2004,"SF",279.5418,"L",17.5631693399888
"POR","NH4",2004-07-01,7,2004,"NF",186.8526,"L",61.2573400956508
"POR","NH4",2004-07-01,7,2004,"Power-Lone_Pine",429.7617,"L",-20.7795740040766
"POR","NH4",2004-07-01,7,2004,"Lone_Pine-Godowa-Sycan",782.0874,"L",-42.804857895512
"POR","NH4",2004-07-01,7,2004,"Godowa-SF-NF",1003.7322,"L",65.0808035086694
"POR","NH4",2004-08-01,8,2004,"Power",4122.55080000001,"L",80.0877288918948
"POR","NH4",2004-08-01,8,2004,"Lone_Pine",3692.78910000001,"L",81.0683353179039
