"SITE_NAME","VALLEY_AREA_KM2","BASIN_AREA_KM2","FRAC_AREA"
"Power",318.814002899184,4122.5508,0.0773341599330162
"Lone_Pine",280.248779378557,3692.7891,0.0758908163421942
"Godowa",85.5531222118865,1470.1266,0.0581943910217572
"Sycan",11.8021485974435,1440.5751,0.00819266458058553
"SF_Ivory",36.4981532316983,753.1524,0.0484605150719805
"SF",0.0204127528499,279.5418,7.30221843384424e-05
"NF_Ivory",10.8727529704527,535.3254,0.0203105493788501
"NF",0,186.8526,0
