use_catego,AreaSqKM,SITE
3,17.570145528808595,SR0060
3,5.499389153808594,SR0070
3,77.727489871093766,SR0080
3,14.609724586914062,SR0090
3,6.477610646972656,SR0140
3,30.577918930175780,SR0150
3,0.066390339843750,WR1000
