"DATE","TIME","YEAR","MONTH","DAY","SITE_DESCRIPTION","SITE","FLOW_cfs","STAGE_ft","TEMP_degC","COND_uScm","DO_ppm","PH_su","PSAT_pct","TP_ppb","PO4_ppb","NH4_ppb","NO23_ppb","NO2_ppb","TN_ppb","SIO2_ppb","TSS_ppm","TURBIDITY_NTU","TP_DUP","PO4_DUP","NH4_DUP","NO23_DUP","NO2_DUP","TN_DUP","SIO2_DUP","TSS_DUP","NOTES","TP_MDL","PO4_MDL","NH4_MDL","NO23_MDL","NO2_MDL","TN_MDL","TP_ppm","NH4_ppm","NO2_ppm","NO23_ppm","TN_ppm","SIO2_ppm","PO4_ppm","INDEX"
2014-10-28,"1130","2014","10","28","NF Sprague @ 3411 Rd","SR0040",45.75,0.74,4.65,59,11.37,7.68,102.7,50,41,9,9,0.5,74,28800,1.26,1.02,0.05,0.041,0.012,0.008,5e-04,0.096,28.7,1.05,"4.a. NO2+3 original 0.010 0.047 0.087 1st. Rerun 0.011 0.013 0.087  Second rerun was ran outside of the 30 day window",NA,NA,NA,NA,NA,NA,0.05,0.009,5e-04,0.009,0.074,28.8,0.041,"1"
2014-10-28,"950","2014","10","28","SF Sprague @ Picnic Area","SR0050",12.43,0.8,4.52,98,11.39,7.57,102.7,40,22,10,4,0.5,124,35500,0.53,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.01,5e-04,0.004,0.124,35.5,0.022,"2"
2014-10-29,"1125","2014","10","29","Sprague R @ Godowa Rd","SR0060",165.46,1.02,10.25,92,9.21,7.66,95.8,52,41,8,39,0.5,120,31900,4.02,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.008,5e-04,0.039,0.12,31.9,0.041,"3"
2014-10-29,"1330","2014","10","29","Sycan R @ Drews Rd","SR0070",14.3,0.89,10.11,160,9.87,7.81,102.3,47,35,8,28,0.5,267,29500,0.86,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,0.008,5e-04,0.028,0.267,29.5,0.035,"4"
2014-10-27,"1130","2014","10","27","Sprague R @ Lone Pine","SR0080",243.32,1.32,8.2,117,10.03,7.87,99.2,51,32,11,4,0.5,196,29000,4.04,2.18,0.049,0.035,0.01,0.004,5e-04,0.199,28.9,2.04,NA,NA,NA,NA,NA,NA,NA,0.051,0.011,5e-04,0.004,0.196,29,0.032,"5"
2014-10-27,"955","2014","10","27","Sprague R @ Power Plant","SR0090",266.99,1.74,7.99,107,10.56,7.82,104,41,29,14,4,0.5,151,27700,2.61,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,0.014,5e-04,0.004,0.151,27.7,0.029,"6"
2014-10-28,"1330","2014","10","28","N. Fork Sprague R @ Ivory Pine","SR0140",67.53,1.34,6.46,72,11.34,7.77,107.4,48,35,11,4,0.5,75,30300,1.44,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,0.011,5e-04,0.004,0.075,30.3,0.035,"7"
2014-10-29,"945","2014","10","29","SF Sprague @ Ivory Pine","SR0150",16.24,0,8.2,125,9.05,6.98,89.6,44,25,3,9,0.5,287,31600,4.86,5.35,0.048,0.025,0.003,0.009,5e-04,0.302,31.6,4.38,"3.a. NH4 DI blank high original 0.046 2nd. Rerun 0.045 2.a. NH4 original 0.007 0.019 0.065 ",NA,NA,NA,NA,NA,NA,0.044,0.003,5e-04,0.009,0.287,31.6,0.025,"8"
2014-11-10,"1130","2014","11","10","NF Sprague @ 3411 Rd","SR0040",40.89,0.72,3.81,59,11.43,7.74,101.6,51,42,3,12,0.5,47,29200,1.56,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,0.003,5e-04,0.012,0.047,29.2,0.042,"9"
2014-11-10,"945","2014","11","10","SF Sprague @ Picnic Area","SR0050",12.31,0.8,3.84,101,11.53,7.87,102.5,36,24,3,4,0.5,79,35400,0.81,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.003,5e-04,0.004,0.079,35.4,0.024,"10"
2014-11-12,"1145","2014","11","12","Sprague R @ Godowa Rd","SR0060",161.66,0.98,7.94,94,11.07,8.37,109.2,54,40,9,40,0.5,96,32600,3.85,2.32,0.052,0.041,0.016,0.038,5e-04,0.091,32.3,3.37,NA,NA,NA,NA,NA,NA,NA,0.054,0.009,5e-04,0.04,0.096,32.6,0.04,"11"
2014-11-12,"1330","2014","11","12","Sycan R @ Drews Rd","SR0070",14.45,0.88,7.01,151,11.79,8.23,113.6,52,33,25,40,0.5,233,30700,2.38,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.025,5e-04,0.04,0.233,30.7,0.033,"12"
2014-11-13,"925","2014","11","13","Sprague R @ Lone Pine","SR0080",194.87,1.04,4.17,107,10.57,7.3,95.3,47,34,7,4,0.5,115,29600,2.3,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,0.007,5e-04,0.004,0.115,29.6,0.034,"13"
2014-11-13,"1130","2014","11","13","Sprague R @ Power Plant","SR0090",225.23,1.6,4.56,105,11.35,7.44,103.3,47,33,8,4,0.5,118,28500,1.6,2.05,0.047,0.031,0.009,0.004,5e-04,0.119,28.3,1.5,NA,NA,NA,NA,NA,NA,NA,0.047,0.008,5e-04,0.004,0.118,28.5,0.033,"14"
2014-11-10,"1325","2014","11","10","N. Fork Sprague R @ Ivory Pine","SR0140",62.32,1.3,5.82,72,11.52,7.89,107.9,49,38,6,4,0.5,59,30500,1.59,1.01,0.049,0.036,0.003,0.004,5e-04,0.059,30.4,1.85,NA,NA,NA,NA,NA,NA,NA,0.049,0.006,5e-04,0.004,0.059,30.5,0.038,"15"
2014-11-12,"950","2014","11","12","SF Sprague @ Ivory Pine","SR0150",10.67,-0.14,1.56,109,11.92,7.55,99.5,38,21,12,8,0.5,164,34300,9.37,5.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,0.012,5e-04,0.008,0.164,34.3,0.021,"16"
2014-12-12,"1426","2014","12","12","Sycan R @ Drews Rd","SR0070",129.13,2.4,5.08,87,10.93,7.66,101.6,47,19,13,16,0.5,473,23800,6.9,10.3,0.049,0.02,0.012,0.016,5e-04,0.498,23.9,5.4,NA,NA,NA,NA,NA,NA,NA,0.047,0.013,5e-04,0.016,0.473,23.8,0.019,"17"
2014-12-15,"935","2014","12","15","Sprague R @ Lone Pine","SR0080",579.11,2.59,3.19,102,10.14,7.13,89.1,81,45,10,35,0.5,462,26100,16.5,16.3,0.083,0.046,0.009,0.033,5e-04,0.471,26.9,16.2,"4.a. NH4 original 0.025 0.015 0.071 DI Blank 0.046 1st Rerun 0.007",NA,NA,NA,NA,NA,NA,0.081,0.01,5e-04,0.035,0.462,26.1,0.045,"18"
2014-12-15,"1325","2014","12","15","Sprague R @ Power Plant","SR0090",586.21,2.38,3.84,114,10.53,7.4,94.2,97,56,3,34,0.5,498,27300,24.4,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,0.003,5e-04,0.034,0.498,27.3,0.056,"19"
2014-12-12,"950","2014","12","12","N. Fork Sprague R @ Ivory Pine","SR0140",140.02,2.04,4.09,54,10.85,6.9,98.2,75,30,13,21,0.5,323,24800,16.3,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,0.013,5e-04,0.021,0.323,24.8,0.03,"20"
2014-12-12,"1145","2014","12","12","SF Sprague @ Ivory Pine","SR0150",155.45,1.93,4.64,73,10.24,7.3,94.1,97,45,16,24,0.5,563,25100,38.2,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,0.016,5e-04,0.024,0.563,25.1,0.045,"21"
2015-01-05,"1045","2015","1","5","NF Sprague @ 3411 Rd","SR0040",82.05,0.96,2.71,49,12.02,7.53,102.4,40,26,3,13,0.5,83,27500,1.22,2.19,0.041,0.03,0.008,0.013,5e-04,0.089,27.1,1.44,NA,NA,NA,NA,NA,NA,NA,0.04,0.003,5e-04,0.013,0.083,27.5,0.026,"22"
2015-01-06,"1010","2015","1","6","Sprague R @ Godowa Rd","SR0060",271.99,1.68,4.55,82,10.88,6.84,97.3,59,38,10,48,0.5,176,31300,10,7.41,0.056,0.035,0.011,0.049,5e-04,0.164,30.9,9.23,NA,NA,NA,NA,NA,NA,NA,0.059,0.01,5e-04,0.048,0.176,31.3,0.038,"23"
2015-01-06,"1300","2015","1","6","Sycan R @ Drews Rd","SR0070",61.67,1.6,2.52,99,11.77,7.23,99.7,51,17,10,57,0.5,433,30900,2.19,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,0.01,5e-04,0.057,0.433,30.9,0.017,"24"
2015-01-07,"935","2015","1","7","Sprague R @ Lone Pine","SR0080",367.81,1.82,2.08,102,11.34,7.45,95.1,59,36,14,53,0.5,242,30600,9.72,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.014,5e-04,0.053,0.242,30.6,0.036,"25"
2015-01-07,"1230","2015","1","7","Sprague R @ Power Plant","SR0090",390.68,1.98,0.85,97,12.36,7.42,100.2,66,38,16,65,0.5,272,30400,10.4,8.74,0.065,0.039,0.018,0.065,5e-04,0.266,30.9,9.67,NA,NA,NA,NA,NA,NA,NA,0.066,0.016,5e-04,0.065,0.272,30.4,0.038,"26"
2015-01-05,"1330","2015","1","5","N. Fork Sprague R @ Ivory Pine","SR0140",108.9,1.7,2.86,61,12,7.48,102.7,50,32,11,19,0.5,112,29100,4.62,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.011,5e-04,0.019,0.112,29.1,0.032,"27"
2015-01-20,"1135","2015","1","20","NF Sprague @ 3411 Rd","SR0040",63.05,0.86,1.47,52,12.03,7.09,99.5,43,31,7,16,0.5,85,28000,1.56,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.007,5e-04,0.016,0.085,28,0.031,"28"
2015-01-20,"945","2015","1","20","SF Sprague @ Picnic Area","SR0050",45.23,1.31,-0.03,66,12.46,6.31,98.8,35,21,8,12,0.5,128,31700,1.75,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,0.008,5e-04,0.012,0.128,31.7,0.021,"29"
2015-01-21,"1015","2015","1","21","Sprague R @ Godowa Rd","SR0060",275.04,2.01,3.62,85,11.43,7.77,100.1,59,38,11,42,0.5,215,31100,8.04,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.011,5e-04,0.042,0.215,31.1,0.038,"30"
2015-01-21,"1310","2015","1","21","Sycan R @ Drews Rd","SR0070",170.38,2.68,1.08,62,12.63,6.92,103.2,53,12,12,41,0.5,516,21500,3.56,19.5,0.063,0.012,0.011,0.038,5e-04,0.495,21.3,3.06,NA,NA,NA,NA,NA,NA,NA,0.053,0.012,5e-04,0.041,0.516,21.5,0.012,"31"
2015-01-20,"1330","2015","1","20","N. Fork Sprague R @ Ivory Pine","SR0140",92.54,1.58,1.9,61,12.16,7.15,101.8,48,29,13,17,0.5,121,29000,3.3,4.32,0.05,0.032,0.008,0.017,5e-04,0.131,28.7,3.2,NA,NA,NA,NA,NA,NA,NA,0.048,0.013,5e-04,0.017,0.121,29,0.029,"32"
2015-02-02,"1145","2015","2","2","NF Sprague @ 3411 Rd","SR0040",108.9,1.18,4,48,11.34,7.4,101,45,29,7,11,0.5,117,25200,8,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,0.007,5e-04,0.011,0.117,25.2,0.029,"33"
2015-02-02,"955","2015","2","2","SF Sprague @ Picnic Area","SR0050",49.87,1.26,3.21,69,11.53,7.41,100.7,33,22,18,11,0.5,99,31900,1.9,2.27,0.033,0.021,0.007,0.009,5e-04,0.098,31.7,1.9,NA,NA,NA,NA,NA,NA,NA,0.033,0.018,5e-04,0.011,0.099,31.9,0.022,"34"
2015-02-03,"1230","2015","2","3","Sprague R @ Godowa Rd","SR0060",360.74,2.21,7.22,81,10.28,7.74,99.6,55,33,10,33,0.5,184,30000,15.1,6.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,0.01,5e-04,0.033,0.184,30,0.033,"35"
2015-02-03,"1410","2015","2","3","Sycan R @ Drews Rd","SR0070",160.7,2.54,4.3,89,11.05,7.49,99.4,58,14,15,23,0.5,523,23100,4.9,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,0.015,5e-04,0.023,0.523,23.1,0.014,"36"
2015-02-04,"925","2015","2","4","Sprague R @ Lone Pine","SR0080",515.3,2.42,5.29,109,10.24,7.58,94.6,58,29,11,15,0.5,268,29300,12.4,10.3,0.06,0.032,0.011,0.015,5e-04,0.26,29.3,12,NA,NA,NA,NA,NA,NA,NA,0.058,0.011,5e-04,0.015,0.268,29.3,0.029,"37"
2015-02-04,"1145","2015","2","4","Sprague R @ Power Plant","SR0090",469.56,2.14,5.47,96,10.99,7.7,102,55,33,11,12,0.5,205,28800,5.8,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,0.011,5e-04,0.012,0.205,28.8,0.033,"38"
2015-02-02,"1330","2015","2","2","N. Fork Sprague R @ Ivory Pine","SR0140",123.93,1.82,4.89,62,11.32,7.42,103.4,53,30,13,13,0.5,117,28000,6.9,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,0.013,5e-04,0.013,0.117,28,0.03,"39"
2015-02-03,"955","2015","2","3","SF Sprague @ Ivory Pine","SR0150",113.35,1.44,4.57,80,10.87,7.42,98.5,60,18,8,11,0.5,307,28500,36.9,16.9,0.057,0.019,0.01,0.011,5e-04,0.282,28.4,36.1,NA,NA,NA,NA,NA,NA,NA,0.06,0.008,5e-04,0.011,0.307,28.5,0.018,"40"
2015-02-11,"915","2015","2","11","Sprague R @ Power Plant","SR0090",1400.4,3.53,4.72,80,9.95,7.05,90,113,39,20,42,0.5,624,24800,40.5,41.7,0.114,0.04,0.022,0.039,5e-04,0.672,24.6,43.6,NA,NA,NA,NA,NA,NA,NA,0.113,0.02,5e-04,0.042,0.624,24.8,0.039,"41"
2015-02-10,"930","2015","2","10","Sprague R @ Godowa Rd","SR0060",602.97,3.78,5.79,71,9.94,6.33,92.3,45,31,13,29,0.5,307,28300,19.9,16.4,0.067,0.031,0.011,0.03,5e-04,0.288,28.7,20.3,"TN 1st rerun 0.308 0.291 0.723 2nd rerun 0.307 2.32 0.771",NA,NA,NA,NA,NA,NA,0.045,0.013,5e-04,0.029,0.307,28.3,0.031,"42"
2015-02-10,"1330","2015","2","10","Sycan R @ Drews Rd","SR0070",390.97,4.18,4.56,52,11.09,6.58,99.8,57,10,13,80,0.5,622,22200,6.23,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,0.013,5e-04,0.08,0.622,22.2,0.01,"43"
2015-02-09,"900","2015","2","9","Sprague R @ Lone Pine","SR0080",1357.4,4.8,4.98,86,9.91,7.31,91.2,115,41,16,29,0.5,629,24200,49,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,0.016,5e-04,0.029,0.629,24.2,0.041,"44"
2015-02-09,"1310","2015","2","9","Sprague R @ Power Plant","SR0090",1153.16,3.22,5.48,95,10.2,7.44,95.1,121,46,18,28,0.5,657,25100,43,41.1,0.121,0.047,0.021,0.032,5e-04,0.63,25.2,43.8,NA,NA,NA,NA,NA,NA,NA,0.121,0.018,5e-04,0.028,0.657,25.1,0.046,"45"
2015-02-24,"1155","2015","2","24","NF Sprague @ 3411 Rd","SR0040",63.72,0.88,2.1,52,11.87,7.21,99.5,41,29,6,9,0.5,58,28200,1.49,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,0.006,5e-04,0.009,0.058,28.2,0.029,"46"
2015-02-24,"1015","2015","2","24","SF Sprague @ Picnic Area","SR0050",35.45,1.15,0.03,67,12.41,6.73,98.2,32,18,6,4,0.5,103,32100,2.11,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,0.006,5e-04,0.004,0.103,32.1,0.018,"47"
2015-02-25,"1130","2015","2","25","Sprague R @ Godowa Rd","SR0060",281.08,2,6,82,11.79,8.2,109.7,49,30,9,33,0.5,138,31000,10.3,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,0.009,5e-04,0.033,0.138,31,0.03,"48"
2015-02-25,"1400","2015","2","25","Sycan R @ Drews Rd","SR0070",137.87,2.4,3.97,74,12.34,7.64,108.8,37,10,10,20,0.5,445,24400,2.41,6.3,0.035,0.009,0.016,0.019,5e-04,0.432,24.4,3.85,NA,NA,NA,NA,NA,NA,NA,0.037,0.01,5e-04,0.02,0.445,24.4,0.01,"49"
2015-02-26,"915","2015","2","26","Sprague R @ Lone Pine","SR0080",414.02,2.04,4.95,92,10.73,7.63,97.7,47,28,10,13,0.5,200,29900,7.95,5.62,0.049,0.023,0.009,0.014,5e-04,0.259,30,7.5,NA,NA,NA,NA,NA,NA,NA,0.047,0.01,5e-04,0.013,0.2,29.9,0.028,"50"
2015-02-26,"1230","2015","2","26","Sprague R @ Power Plant","SR0090",415.41,2.06,5.86,91,11.12,7.73,103.6,52,30,16,15,0.5,233,29700,5.83,6.29,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.016,5e-04,0.015,0.233,29.7,0.03,"51"
2015-02-24,"1410","2015","2","24","N. Fork Sprague R @ Ivory Pine","SR0140",96.44,1.6,2.9,60,12.25,7.29,104.9,44,29,3,4,0.5,95,28500,4.41,3.02,0.045,0.028,0.003,0.004,5e-04,0.091,28.9,5.59,"4.a. PO4 original 0.020 0.029 0.003 PO4 1st rerun 0.029 0.029 0.072 4.a. NH4 original 0.009 0.016 0.008 1st rerun 0.009 0.009 0.063 4.a. NO2+3 original 0.010 0.012 0.008 1st rerun 0.010 0.010 0.086 ",NA,NA,NA,NA,NA,NA,0.044,0.003,5e-04,0.004,0.095,28.5,0.029,"52"
2015-02-25,"945","2015","2","25","SF Sprague @ Ivory Pine","SR0150",56.9,0.6,0.8,80,12.41,7.31,100.6,34,18,10,8,0.5,145,31400,9.94,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.01,5e-04,0.008,0.145,31.4,0.018,"53"
2015-03-11,"1230","2015","3","11","NF Sprague @ 3411 Rd","SR0040",80.68,0.96,5.64,50,11.01,7.58,102.7,47,31,7,8,0.5,98,27200,13.6,1.47,0.048,0.032,0.008,0.011,5e-04,0.093,28,2.24,NA,NA,NA,NA,NA,NA,NA,0.047,0.007,5e-04,0.008,0.098,27.2,0.031,"54"
2015-03-11,"1005","2015","3","11","SF Sprague @ Picnic Area","SR0050",32.34,1.1,5.51,75,10.91,7.53,101.4,35,20,9,4,0.5,93,32700,1.8,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,0.009,5e-04,0.004,0.093,32.7,0.02,"55"
2015-03-12,"1145","2015","3","12","Sprague R @ Godowa Rd","SR0060",251.82,1.78,9.74,85,10.6,8.02,108,52,39,7,26,0.5,122,31400,6.25,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,0.007,5e-04,0.026,0.122,31.4,0.039,"56"
2015-03-12,"1400","2015","3","12","Sycan R @ Drews Rd","SR0070",84.24,1.84,10.61,99,10.88,7.7,113.3,42,13,10,19,0.5,426,26500,3.29,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,0.01,5e-04,0.019,0.426,26.5,0.013,"57"
2015-03-11,"1400","2015","3","11","N. Fork Sprague R @ Ivory Pine","SR0140",102.99,1.62,6.76,63,10.71,7.55,102.8,49,32,11,4,0.5,89,30700,3.8,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,0.011,5e-04,0.004,0.089,30.7,0.032,"58"
2015-03-12,"955","2015","3","12","SF Sprague @ Ivory Pine","SR0150",61.62,0.7,6.36,79,10.45,7.08,98,48,22,10,4,0.5,180,32100,20.8,7.63,0.066,0.021,0.01,0.004,5e-04,0.188,32.5,19.8,"4.a. TN original 0.180 0.349 0.649 1st rerun 0.175 0.183 0.658",NA,NA,NA,NA,NA,NA,0.048,0.01,5e-04,0.004,0.18,32.1,0.022,"59"
2015-03-23,"1200","2015","3","23","NF Sprague @ 3411 Rd","SR0040",125.75,1.24,3.72,45,11.51,7.41,102.1,36,22,3,8,0.5,106,25000,2.26,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.003,5e-04,0.008,0.106,25,0.022,"60"
2015-03-23,"1029","2015","3","23","SF Sprague @ Picnic Area","SR0050",69.9,1.46,4.14,61,11.52,7.51,103.3,37,18,12,4,0.5,161,29700,2.89,4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,0.012,5e-04,0.004,0.161,29.7,0.018,"61"
2015-03-24,"1232","2015","3","24","Sprague R @ Godowa Rd","SR0060",444.77,1.18,8.16,82,10.77,7.98,106.8,58,32,14,23,1,236,29500,16.9,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,0.014,0.001,0.023,0.236,29.5,0.032,"62"
2015-03-24,"1450","2015","3","24","Sycan R @ Drews Rd","SR0070",114,3.1,7.37,69,11.03,7.6,107.2,47,11,9,15,1,473,25600,6.05,12,0.05,0.011,0.009,0.014,0.001,0.497,25.6,8.34,NA,NA,NA,NA,NA,NA,NA,0.047,0.009,0.001,0.015,0.473,25.6,0.011,"63"
2015-03-25,"922","2015","3","25","Sprague R @ Lone Pine","SR0080",653.64,2.75,7.18,97,9.79,7.55,94,53,29,13,8,0.5,310,27100,9.03,7.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,0.013,5e-04,0.008,0.31,27.1,0.029,"64"
2015-03-25,"1222","2015","3","25","Sprague R @ Power Plant","SR0090",526.04,2.3,9.53,94,10.27,7.84,104.4,55,33,9,11,0.5,289,28300,6.78,5.43,0.053,0.032,0.017,0.009,5e-04,0.286,29.7,7.67,NA,NA,NA,NA,NA,NA,NA,0.055,0.009,5e-04,0.011,0.289,28.3,0.033,"65"
2015-03-23,"1400","2015","3","23","N. Fork Sprague R @ Ivory Pine","SR0140",158.73,2.34,6.31,57,11.28,7.29,107,47,25,3,4,0.5,148,27400,5.75,3.59,0.046,0.026,0.003,0.008,5e-04,0.152,27.1,5.84,NA,NA,NA,NA,NA,NA,NA,0.047,0.003,5e-04,0.004,0.148,27.4,0.025,"66"
2015-03-24,"956","2015","3","24","SF Sprague @ Ivory Pine","SR0150",259.75,2.6,5.82,95,10.17,7.46,95.1,95,23,10,14,1,574,26300,74.1,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,0.01,0.001,0.014,0.574,26.3,0.023,"67"
2015-04-07,"1245","2015","4","7","NF Sprague @ 3411 Rd","SR0040",109.79,1.14,3.92,47,11.35,7.39,102.5,34,26,3,8,0.5,88,26300,1.73,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,0.003,5e-04,0.008,0.088,26.3,0.026,"68"
2015-04-07,"1035","2015","4","7","SF Sprague @ Picnic Area","SR0050",51.04,1.3,4.07,68,11.55,7.59,104.7,40,19,3,4,0.5,100,32200,1.95,2.01,0.03,0.016,0.011,0.004,5e-04,0.101,31.7,2.07,NA,NA,NA,NA,NA,NA,NA,0.04,0.003,5e-04,0.004,0.1,32.2,0.019,"69"
2015-04-10,"950","2015","4","10","Sprague R @ Godowa Rd","SR0060",271.38,2.3,9.26,82,11.14,8.28,113.6,47,35,7,14,0.5,135,31100,3.64,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,0.007,5e-04,0.014,0.135,31.1,0.035,"70"
2015-04-10,"1155","2015","4","10","Sycan R @ Drews Rd","SR0070",140.59,2.6,8.84,70,10.9,7.73,110,29,8,7,10,0.5,358,27300,3.14,4.16,0.028,0.008,0.006,0.011,5e-04,0.341,27.4,2.61,NA,NA,NA,NA,NA,NA,NA,0.029,0.007,5e-04,0.01,0.358,27.3,0.008,"71"
2015-04-09,"930","2015","4","9","Sprague R @ Lone Pine","SR0080",410.49,2.08,6.38,90,10.54,7.8,100,40,25,3,4,0.5,213,29500,4.94,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.003,5e-04,0.004,0.213,29.5,0.025,"72"
2015-04-09,"1335","2015","4","9","Sprague R @ Power Plant","SR0090",423.52,2.08,9.74,88,10.89,8.19,112.2,45,26,3,4,0.5,223,29600,3.64,4.09,0.043,0.028,0.003,0.004,5e-04,0.203,29.5,3.82,"4.a. NH4 original 0.006 0.019 0.083 1st. Rerun 0.007 0.006 0.060",NA,NA,NA,NA,NA,NA,0.045,0.003,5e-04,0.004,0.223,29.6,0.026,"73"
2015-04-08,"1330","2015","4","8","N. Fork Sprague R @ Ivory Pine","SR0140",72.51,0.84,7.05,76,11.3,7.62,109.1,36,15,6,4,0.5,148,31600,7.76,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.006,5e-04,0.004,0.148,31.6,0.015,"74"
2015-04-08,"1015","2015","4","8","SF Sprague @ Ivory Pine","SR0150",120.6,1.78,4.25,60,11.44,7.4,102.9,48,38,30,10,0.5,143,28600,3.68,3.23,0.048,0.036,0.033,0.011,5e-04,0.147,28.6,3.63,NA,NA,NA,NA,NA,NA,NA,0.048,0.03,5e-04,0.01,0.143,28.6,0.038,"75"
2015-04-20,"1300","2015","4","20","NF Sprague @ 3411 Rd","SR0040",92.55,1.02,8.34,51,10.28,7.5,102.7,38,27,3,4,0.5,104,27000,4.52,1.35,0.053,0.029,0.007,0.004,5e-04,0.107,26.9,2.53,"4.a. NH4 original 0.007 0.006 0.063 1st rerun 0.007 0.006 0.063 ",NA,NA,NA,NA,NA,NA,0.038,0.003,5e-04,0.004,0.104,27,0.027,"76"
2015-04-20,"1055","2015","4","20","SF Sprague @ Picnic Area","SR0050",35.5,1.16,7.76,75,10.8,7.51,106.3,36,21,10,4,0.5,110,33000,3.3,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.01,5e-04,0.004,0.11,33,0.021,"77"
