"DATE","TIME","YEAR","MONTH","DAY","SITE_DESCRIPTION","SITE","FLOW_cfs","STAGE_ft","TEMP_degC","COND_uScm","DO_ppm","PH_su","PSAT_pct","TP_ppb","PO4_ppb","NH4_ppb","NO23_ppb","NO2_ppb","TN_ppb","SIO2_ppb","TSS_ppm","TURBIDITY_NTU","TP_DUP","PO4_DUP","NH4_DUP","NO23_DUP","NO2_DUP","TN_DUP","SIO2_DUP","TSS_DUP","NOTES","TP_MDL","PO4_MDL","NH4_MDL","NO23_MDL","NO2_MDL","TN_MDL","TP_ppm","NH4_ppm","NO2_ppm","NO23_ppm","TN_ppm","SIO2_ppm","PO4_ppm","INDEX"
2018-01-23,"1041","2018","1","23","Sprague R @ Godowa Rd","SR0060",249.226,1.28,5.11,89,10.8,7.74,99,60,41,6,45,0.5,163,33400,5.8,6.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.06,0.006,5e-04,0.045,0.163,33.4,0.041,"626"
2018-01-24,"1015","2018","1","24","Sycan R @ Drews Rd","SR0070",48.559,1.4,1.77,98,11.47,7.46,96,39,21,3,16,0.5,269,23900,2.2,3.08,0.038,0.02,0.007,0.015,5e-04,0.289,24,2.2,NA,9,3,6,8,1,30,0.039,0.003,5e-04,0.016,0.269,23.9,0.021,"627"
2018-01-24,"1200","2018","1","24","Sprague R @ Lone Pine","SR0080",290.317,1.52,2.69,102,11.51,7.51,98.8,64,60,7,37,0.5,237,31100,7.7,6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.064,0.007,5e-04,0.037,0.237,31.1,0.06,"628"
2018-01-24,"900","2018","1","24","Sprague R @ Power Plant","SR0090",343,1.82,2.34,101,11.65,7.48,99.1,88,46,7,36,0.5,387,29700,32.8,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.088,0.007,5e-04,0.036,0.387,29.7,0.046,"629"
2018-01-22,"1124","2018","1","22","N. Fork Sprague R @ Ivory Pine","SR0140",95.224,NA,2.54,67,12.11,7.56,103.6,49,38,3,13,0.5,77,31600,3.7,2.36,0.05,0.039,0.003,0.015,5e-04,0.085,31.3,3.9,"2.a. TP and Dup changed from 32, 47",9,3,6,8,1,30,0.049,0.003,5e-04,0.013,0.077,31.6,0.038,"630"
2018-01-23,"1020","2018","1","23","SF Sprague @ Ivory Pine","SR0150",NA,0.18,0.09,93,12.4,7.48,99.1,58,28,3,4,0.5,266,34000,21.1,17.3,0.056,0.026,0.003,0.008,5e-04,0.298,33.9,20.6,"No Q taken because of ice",9,3,6,8,1,30,0.058,0.003,5e-04,0.004,0.266,34,0.028,"631"
2018-02-05,"1245","2018","2","5","NF Sprague @ 3411 Rd","SR0040",62.07,0.86,3.43,50,11.57,7.51,101.4,50,42,3,11,0.5,83,29900,2,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.05,0.003,5e-04,0.011,0.083,29.9,0.042,"632"
2018-02-05,"1043","2018","2","5","SF Sprague @ Picnic Area","SR0050",39.146,1.14,3.04,90,11.79,7.2,101.6,34,21,3,4,0.5,103,34700,1,2.66,0.034,0.021,0.006,0.008,5e-04,0.11,35.4,1,NA,9,3,6,8,1,30,0.034,0.003,5e-04,0.004,0.103,34.7,0.021,"633"
2018-02-07,"1050","2018","2","7","Sprague R @ Godowa Rd","SR0060",244.736,1.34,6.49,89,10.63,7.76,100.9,49,38,7,36,0.5,137,33200,5.6,4.55,0.05,0.037,0.009,0.037,5e-04,0.145,33.6,6.5,"2.a. TP changed from 69 ",9,3,6,8,1,30,0.049,0.007,5e-04,0.036,0.137,33.2,0.038,"634"
2018-02-07,"1145","2018","2","7","Sycan R @ Drews Rd","SR0070",40.042,1.3,3.22,86,11.47,7.54,100,41,19,7,27,0.5,317,25300,2.7,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.041,0.007,5e-04,0.027,0.317,25.3,0.019,"635"
2018-02-08,"935","2018","2","8","Sprague R @ Lone Pine","SR0080",313.236,1.58,4.93,98,10.62,7.54,96.9,61,35,13,11,0.5,211,29700,31.4,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.061,0.013,5e-04,0.011,0.211,29.7,0.035,"636"
2018-02-08,"915","2018","2","8","Sprague R @ Power Plant","SR0090",352,1.8,5.24,96,10.91,7.6,100.3,64,37,9,8,0.5,190,29900,3.6,6.42,0.057,0.04,0.008,0.009,5e-04,0.182,29.1,3.3,NA,9,3,6,8,1,30,0.064,0.009,5e-04,0.008,0.19,29.9,0.037,"637"
2018-02-06,"1045","2018","2","6","N. Fork Sprague R @ Ivory Pine","SR0140",92.594,NA,2.52,66,11.86,7.63,101.5,51,38,3,12,0.5,95,31500,3.8,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.051,0.003,5e-04,0.012,0.095,31.5,0.038,"638"
2018-02-06,"935","2018","2","6","SF Sprague @ Ivory Pine","SR0150",51.292,0.54,1.43,94,11.53,7.43,95.8,52,20,9,8,0.5,256,31800,7.6,11.7,0.045,0.02,0.006,0.004,5e-04,0.243,31.6,7.5,NA,9,3,6,8,1,30,0.052,0.009,5e-04,0.008,0.256,31.8,0.02,"639"
2018-02-20,"1210","2018","2","20","NF Sprague @ 3411 Rd","SR0040",41,0.72,0.94,59,12.2,7.14,100.3,52,48,11,18,0.5,50,31800,1,0.965,0.053,0.049,0.009,0.017,5e-04,0.06,32,1,NA,9,3,6,8,1,30,0.052,0.011,5e-04,0.018,0.05,31.8,0.048,"640"
2018-02-21,"1105","2018","2","21","Sprague R @ Godowa Rd","SR0060",207.083,1.13,4.72,92,11.17,7.91,101.6,56,40,12,41,0.5,137,34000,15,5.77,0.053,0.04,0.011,0.041,5e-04,0.145,33.9,14.8,NA,9,3,6,8,1,30,0.056,0.012,5e-04,0.041,0.137,34,0.04,"641"
2018-02-21,"1200","2018","2","21","Sycan R @ Drews Rd","SR0070",28,1.92,2.75,105,11.39,7.49,98.3,46,28,15,28,0.5,301,30600,4,7.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.046,0.015,5e-04,0.028,0.301,30.6,0.028,"642"
2018-02-22,"1015","2018","2","22","Sprague R @ Lone Pine","SR0080",240,1.35,0.83,100,12.24,7.73,100.4,51,37,8,21,0.5,167,31800,8.7,5.86,0.051,0.036,0.01,0.021,5e-04,0.175,31.7,8.7,NA,9,3,6,8,1,30,0.051,0.008,5e-04,0.021,0.167,31.8,0.037,"643"
2018-02-22,"945","2018","2","22","Sprague R @ Power Plant","SR0090",278,1.63,1.01,98,12.43,7.88,102.5,49,39,9,15,0.5,129,32000,6.7,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.049,0.009,5e-04,0.015,0.129,32,0.039,"644"
2018-03-06,"1100","2018","3","6","SF Sprague @ Picnic Area","SR0050",27.1,1.08,0.31,93,12.57,6.97,101.1,32,24,3,15,0.5,78,36600,2.7,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.032,0.003,5e-04,0.015,0.078,36.6,0.024,"645"
2018-03-07,"1115","2018","3","7","Sprague R @ Godowa Rd","SR0060",228.803,1.16,7.46,91,10.54,7.85,102.4,69,40,7,33,0.5,217,33200,37.1,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.069,0.007,5e-04,0.033,0.217,33.2,0.04,"646"
2018-03-07,"1200","2018","3","7","Sycan R @ Drews Rd","SR0070",20.279,0.98,5.58,141,10.44,8.29,96.8,64,32,23,33,0.5,407,31700,19.1,8.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.064,0.023,5e-04,0.033,0.407,31.7,0.032,"647"
2018-03-08,"900","2018","3","8","Sprague R @ Lone Pine","SR0080",274.724,1.4,5.16,108,10.43,8.21,95.5,52,36,12,16,0.5,184,32000,10.4,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.052,0.012,5e-04,0.016,0.184,32,0.036,"648"
2018-03-08,"1130","2018","3","8","Sprague R @ Power Plant","SR0090",287,1.65,5.34,103,11.14,8.4,102.5,46,36,7,8,0.5,144,31500,4.2,3.77,0.049,0.036,0.003,0.008,5e-04,0.153,31.5,3.5,"2.a. TP and Dup changed from 94, 59",9,3,6,8,1,30,0.046,0.007,5e-04,0.008,0.144,31.5,0.036,"649"
2018-03-06,"1225","2018","3","6","N. Fork Sprague R @ Ivory Pine","SR0140",86.845,NA,2.19,69,12.51,7.51,106,45,39,16,15,0.5,154,31000,7.8,2.75,0.052,0.04,0.017,0.012,5e-04,0.142,31.5,7.1,"2.a. TN and Dup changed from 119, 157",9,3,6,8,1,30,0.045,0.016,5e-04,0.015,0.154,31,0.039,"650"
2018-03-07,"1040","2018","3","7","SF Sprague @ Ivory Pine","SR0150",NA,0.08,1.05,100,12.23,7.43,100.4,49,24,11,4,0.5,210,33300,10,8.7,0.048,0.024,0.011,0.008,5e-04,0.2,33.2,9.6,NA,9,3,6,8,1,30,0.049,0.011,5e-04,0.004,0.21,33.3,0.024,"651"
2018-03-15,"1200","2018","3","15","SF Sprague @ Picnic Area","SR0050",67.4,1.48,1.96,76,12.18,7.71,102.8,61,22,9,13,0.5,350,30600,4.9,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.061,0.009,5e-04,0.013,0.35,30.6,0.022,"652"
2018-03-13,"950","2018","3","13","Sycan R @ Drews Rd","SR0070",75.8,2.51,5.03,98,10.56,7.53,96.7,47,18,8,13,0.5,330,26900,5.1,6.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.047,0.008,5e-04,0.013,0.33,26.9,0.018,"653"
2018-03-15,"1000","2018","3","15","Sycan R @ Drews Rd","SR0070",247,3.91,0.35,46,12.23,7.19,98.7,110,21,17,19,0.5,586,14300,15.3,30.7,0.092,0.023,0.012,0.021,5e-04,0.585,14.3,19,"TSS and Dup failed",9,3,6,8,1,30,0.11,0.017,5e-04,0.019,0.586,14.3,0.021,"654"
2018-03-13,"1130","2018","3","13","SF Sprague @ Ivory Pine","SR0150",226.533,2.32,5.21,67,10.46,7.4,96.2,111,41,12,8,0.5,630,24800,50.7,39.2,0.123,0.038,0.015,0.01,5e-04,0.625,24.2,39.7,"TSS and Dup failed",9,3,6,8,1,30,0.111,0.012,5e-04,0.008,0.63,24.8,0.041,"655"
2018-03-15,"1035","2018","3","15","SF Sprague @ Ivory Pine","SR0150",310.526,3,2.12,67,11.13,7.38,94.4,104,40,15,19,0.5,557,23900,23.3,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.104,0.015,5e-04,0.019,0.557,23.9,0.04,"656"
2018-03-21,"1045","2018","3","21","NF Sprague @ 3411 Rd","SR0040",63.8,0.85,3.27,55,11.26,7.49,100,59,41,3,13,0.5,93,29800,3.8,1.83,0.063,0.041,0.003,0.011,5e-04,0.091,29.5,3.5,"2.a. NH4 Changed from 10 ",9,3,6,8,1,30,0.059,0.003,5e-04,0.013,0.093,29.8,0.041,"657"
2018-03-21,"1015","2018","3","21","SF Sprague @ Picnic Area","SR0050",33.6,1.16,3.14,85,11.34,7.63,101.4,41,19,7,4,0.5,137,34900,4.3,5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.041,0.007,5e-04,0.004,0.137,34.9,0.019,"658"
2018-03-22,"1110","2018","3","22","SF Sprague @ Picnic Area","SR0050",333,2.86,3.77,60,11.15,7.75,97.7,112,30,16,19,0.5,663,25100,67,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.112,0.016,5e-04,0.019,0.663,25.1,0.03,"659"
2018-03-22,"1000","2018",NA,"22","Sprague R @ Godowa Rd","SR0060",377,2.18,8.05,90,9.46,7.73,93.5,64,38,8,37,0.5,224,31400,27.4,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.064,0.008,5e-04,0.037,0.224,31.4,0.038,"660"
2018-03-22,"955","2018","3","22","Sycan R @ Drews Rd","SR0070",295,4.18,5.82,63,10.14,7.31,94.8,80,14,12,10,0.5,615,19800,18.6,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.08,0.012,5e-04,0.01,0.615,19.8,0.014,"661"
2018-03-19,"1025","2018","3","19","Sprague R @ Lone Pine","SR0080",498.205,2.36,4.38,93,10.56,7.43,95,80,35,22,45,0.5,452,27200,20.5,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.08,0.022,5e-04,0.045,0.452,27.2,0.035,"662"
2018-03-19,"930","2018","3","19","Sprague R @ Power Plant","SR0090",584,2.26,4.71,91,10.66,7.3,96.8,110,47,29,59,0.5,572,26400,26,23.1,0.101,0.046,0.03,0.06,5e-04,0.572,25.7,26.7,NA,9,3,6,8,1,30,0.11,0.029,5e-04,0.059,0.572,26.4,0.047,"663"
2018-03-27,"930","2018","3","27","Sprague R @ Power Plant","SR0090",1200,3.21,3.99,84,10.54,7.15,93.6,148,65,25,54,1,705,25200,36.4,37.9,0.146,0.065,0.025,0.052,0.001,0.347,25.7,38.4,"2.a. TP and Dup changed from 137, 90   6.a. TN and Dup",9,3,6,8,1,30,0.148,0.025,0.001,0.054,0.705,25.2,0.065,"664"
2018-03-21,"1100","2018","3","21","SF Sprague @ Ivory Pine","SR0150",77.7,3,4.56,89,10.65,8.11,96.3,56,19,11,15,0.5,350,29500,6,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.056,0.011,5e-04,0.015,0.35,29.5,0.019,"665"
2018-03-22,"1148","2018","3","22","SF Sprague @ Ivory Pine","SR0150",1290,8.85,3.91,46,10.33,7.41,91.8,294,89,46,42,1,1160,16700,228,180,0.298,0.092,0.063,0.041,0.001,1.21,17,219,"6.a.",9,3,6,8,1,30,0.294,0.046,0.001,0.042,1.16,16.7,0.089,"666"
2018-04-02,"1245","2018","4","2","NF Sprague @ 3411 Rd","SR0040",122,1.18,3.58,48,11.44,7.42,101.4,53,30,3,11,0.5,135,25700,4.2,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.053,0.003,5e-04,0.011,0.135,25.7,0.03,"667"
2018-04-02,"1055","2018","4","2","SF Sprague @ Picnic Area","SR0050",86.532,1.74,4.69,71,11.24,5.95,102.6,36,15,3,11,0.5,186,32700,5.7,7.25,0.045,0.018,0.003,0.012,5e-04,0.19,32.3,5.6,"2.a. TN and Dup changed from 102, 193",9,3,6,8,1,30,0.036,0.003,5e-04,0.011,0.186,32.7,0.015,"668"
2018-04-03,"1200","2018","4","3","Sprague R @ Godowa Rd","SR0060",372,2.15,9.49,81,9.97,7.86,102.8,58,34,3,25,0.5,173,30400,12,8.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.058,0.003,5e-04,0.025,0.173,30.4,0.034,"669"
2018-04-04,"1105","2018","4","4","Sycan R @ Drews Rd","SR0070",110.681,2.08,8.71,75,9.57,7.49,96.7,46,15,3,16,0.5,489,22800,2.9,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.046,0.003,5e-04,0.016,0.489,22.8,0.015,"670"
2018-04-04,"1015","2018","4","4","Sprague R @ Lone Pine","SR0080",528,2.53,9.26,89,9.29,7.57,95.1,80,34,6,19,0.5,332,29900,11.2,9.29,0.069,0.034,0.003,0.019,5e-04,0.353,29.8,12.8,NA,9,3,6,8,1,30,0.08,0.006,5e-04,0.019,0.332,29.9,0.034,"671"
2018-04-04,"930","2018","4","4","Sprague R @ Power Plant","SR0090",590,2.27,9.97,91,9.5,7.7,99,80,41,3,22,0.5,348,30100,13.6,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.08,0.003,5e-04,0.022,0.348,30.1,0.041,"672"
2018-04-03,"1035","2018","4","3","N. Fork Sprague R @ Ivory Pine","SR0140",156.991,NA,3.41,59,11.5,7.45,101.6,55,30,3,9,0.5,142,29100,8.7,6,0.063,0.03,0.003,0.008,5e-04,0.132,29.1,8.1,NA,9,3,6,8,1,30,0.055,0.003,5e-04,0.009,0.142,29.1,0.03,"673"
2018-04-03,"1135","2018","4","3","SF Sprague @ Ivory Pine","SR0150",NA,1.56,5.46,83,10.77,7.59,100.4,60,22,3,10,0.5,282,32300,9.2,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.06,0.003,5e-04,0.01,0.282,32.3,0.022,"674"
2018-04-17,"1120","2018","4","17","NF Sprague @ 3411 Rd","SR0040",167,1.39,2.52,43,11.8,7.54,102.2,37,23,3,11,0.5,115,26700,2.8,2.95,0.038,0.022,0.008,0.011,5e-04,0.117,26.8,3.1,NA,9,3,6,8,1,30,0.037,0.003,5e-04,0.011,0.115,26.7,0.023,"675"
2018-04-17,"950","2018","4","17","SF Sprague @ Picnic Area","SR0050",136.477,2,2.14,63,11.86,7.52,101.7,32,15,3,10,0.5,155,32300,4.1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.032,0.003,5e-04,0.01,0.155,32.3,0.015,"676"
2018-04-16,"1300","2018","4","16","Sprague R @ Godowa Rd","SR0060",530.552,2.86,7.7,72,9.91,7.77,98.2,54,30,6,23,0.5,216,30200,10.8,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.054,0.006,5e-04,0.023,0.216,30.2,0.03,"677"
2018-04-16,"1115","2018","4","16","Sycan R @ Drews Rd","SR0070",186.355,2.86,7.09,66,9.92,7.16,96.7,38,12,7,14,0.5,419,24400,5.5,4.94,0.04,0.009,0.003,0.012,5e-04,0.439,24.4,5.8,NA,9,3,6,8,1,30,0.038,0.007,5e-04,0.014,0.419,24.4,0.012,"678"
2018-04-19,"940","2018","4","19","Sprague R @ Lone Pine","SR0080",735.462,3.24,7.12,80,9.85,7.61,96.2,54,25,11,16,0.5,298,28700,9.8,7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.054,0.011,5e-04,0.016,0.298,28.7,0.025,"679"
2018-04-19,"910","2018","4","19","Sprague R @ Power Plant","SR0090",791,2.61,7.42,80,10.02,7.58,98.6,63,29,13,14,0.5,305,29600,12.5,8.17,0.065,0.028,0.01,0.014,5e-04,0.303,29.4,11.9,NA,9,3,6,8,1,30,0.063,0.013,5e-04,0.014,0.305,29.6,0.029,"680"
2018-04-18,"1105","2018","4","18","N. Fork Sprague R @ Ivory Pine","SR0140",209.87,1.4,5.01,50,10.94,7.49,101.2,49,24,3,9,0.5,161,27500,7.7,5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.049,0.003,5e-04,0.009,0.161,27.5,0.024,"681"
2018-04-18,"1000","2018","4","18","SF Sprague @ Ivory Pine","SR0150",231.98,2.26,4.99,75,10.64,7.53,98.4,50,14,23,9,0.5,327,32400,12.6,9.72,0.041,0.015,0.011,0.011,5e-04,0.312,31.9,13.2,"6.a. NH4 and Dup",9,3,6,8,1,30,0.05,0.023,5e-04,0.009,0.327,32.4,0.014,"682"
2018-04-30,"1215","2018","4","30","NF Sprague @ 3411 Rd","SR0040",211,1.57,5.06,42,12.18,7.44,111.9,38,23,3,11,0.5,126,24800,2.2,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.038,0.003,5e-04,0.011,0.126,24.8,0.023,"683"
2018-04-30,"1045","2018","4","30","SF Sprague @ Picnic Area","SR0050",124.058,1.94,5.28,62,12.25,7.5,113.1,37,16,7,8,0.5,138,30900,4,5.04,0.035,0.016,0.003,0.008,5e-04,0.135,31.4,4.4,"Turbidity and Dup failed",9,3,6,8,1,30,0.037,0.007,5e-04,0.008,0.138,30.9,0.016,"684"
2018-05-02,"1125","2018","5","2","Sprague R @ Godowa Rd","SR0060",493,2.66,10.42,77,10.72,7.73,112.2,52,30,6,14,0.5,194,30200,5.1,4.16,0.051,0.03,0.003,0.012,5e-04,0.197,30.1,5,NA,9,3,6,8,1,30,0.052,0.006,5e-04,0.014,0.194,30.2,0.03,"685"
2018-05-02,"935","2018","5","2","Sycan R @ Drews Rd","SR0070",226.866,3.01,9.28,68,10.2,7.39,104,41,10,3,10,0.5,469,26300,2.3,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.041,0.003,5e-04,0.01,0.469,26.3,0.01,"686"
2018-05-01,"1045","2018","5","1","N. Fork Sprague R @ Ivory Pine","SR0140",223.357,NA,5.73,50,11.86,7.47,110.9,49,26,3,9,0.5,154,26700,5.4,4.2,0.049,0.026,0.003,0.008,5e-04,0.155,26.7,5.7,NA,9,3,6,8,1,30,0.049,0.003,5e-04,0.009,0.154,26.7,0.026,"687"
2018-05-01,"940","2018","5","1","SF Sprague @ Ivory Pine","SR0150",182.594,1.82,6.32,82,11.06,7.51,105,62,27,3,8,0.5,411,31300,6.4,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.062,0.003,5e-04,0.008,0.411,31.3,0.027,"688"
2018-05-14,"1200","2018","5","14","NF Sprague @ 3411 Rd","SR0040",167,1.39,9.31,43,10,7.68,101.5,37,25,3,12,0.5,121,25400,2.3,1.69,0.043,0.026,0.003,0.011,5e-04,0.123,25.6,3.5,"TSS and Turbidity failed",9,3,6,8,1,30,0.037,0.003,5e-04,0.012,0.121,25.4,0.025,"689"
2018-05-14,"1030","2018","5","14","SF Sprague @ Picnic Area","SR0050",73.131,1.56,9.84,63,10.29,7.63,106.3,37,20,3,9,0.5,131,32500,4.8,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.037,0.003,5e-04,0.009,0.131,32.5,0.02,"690"
2018-05-16,"1000","2018","5","16","Sprague R @ Godowa Rd","SR0060",398.612,2.26,14.16,81,8.62,7.84,98.3,49,34,3,15,0.5,179,30900,4.2,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.049,0.003,5e-04,0.015,0.179,30.9,0.034,"691"
2018-05-16,"1110","2018","5","16","Sycan R @ Drews Rd","SR0070",124.583,2.3,15.77,73,7.7,7.6,90.9,43,18,3,11,0.5,424,29800,1,1.25,0.042,0.017,0.003,0.012,5e-04,0.442,29.7,1,NA,9,3,6,8,1,30,0.043,0.003,5e-04,0.011,0.424,29.8,0.018,"692"
2018-05-17,"930","2018","5","17","Sprague R @ Lone Pine","SR0080",542.087,2.32,14.74,85,7.84,7.69,90.6,66,31,3,12,0.5,286,29700,6.2,4.15,0.059,0.031,0.003,0.012,5e-04,0.274,30.1,6.5,NA,9,3,6,8,1,30,0.066,0.003,5e-04,0.012,0.286,29.7,0.031,"693"
2018-05-17,"900","2018","5","17","Sprague R @ Power Plant","SR0090",557,2.21,15.74,83,8.26,7.8,97.6,63,34,3,10,0.5,309,29300,7.9,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.063,0.003,5e-04,0.01,0.309,29.3,0.034,"694"
2018-05-15,"1200","2018","5","15","N. Fork Sprague R @ Ivory Pine","SR0140",198.111,NA,11.95,50,10.07,7.6,109.3,60,30,3,9,0.5,129,27500,4.8,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.06,0.003,5e-04,0.009,0.129,27.5,0.03,"695"
2018-05-15,"1035","2018","5","15","SF Sprague @ Ivory Pine","SR0150",86.754,1.08,14.73,116,8.19,7.37,94.5,63,31,3,9,0.5,400,35500,5.6,4.84,0.062,0.032,0.003,0.009,5e-04,0.431,35.4,5.3,"2.a. TP and Dup change from 55, 71 PO4 and Dup changed from 32, 50",9,3,6,8,1,30,0.063,0.003,5e-04,0.009,0.4,35.5,0.031,"696"
2018-05-31,"1130","2018","5","31","NF Sprague @ 3411 Rd","SR0040",121,1.17,9.9,49,9.83,6.88,86.9,48,29,7,10,0.5,114,27500,2.8,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.048,0.007,5e-04,0.01,0.114,27.5,0.029,"697"
2018-05-31,"952","2018","5","31","SF Sprague @ Picnic Area","SR0050",59.854,1.46,11.5,79,9.41,7.24,86.4,46,21,13,11,0.5,162,35900,5.2,4.77,0.05,0.02,0.01,0.012,5e-04,0.161,35.4,4,"TSS and Dup failed",9,3,6,8,1,30,0.046,0.013,5e-04,0.011,0.162,35.9,0.021,"698"
2018-05-29,"1215","2018","5","29","Sprague R @ Godowa Rd","SR0060",390.459,2.6,17.84,89,9.12,7.84,96.6,70,44,9,18,0.5,270,32200,8.6,5.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.07,0.009,5e-04,0.018,0.27,32.2,0.044,"699"
2018-05-30,"955","2018","5","30","Sycan R @ Drews Rd","SR0070",134.98,2.5,17.5,70,7.18,7.34,75,51,22,8,13,0.5,485,27700,1,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.051,0.008,5e-04,0.013,0.485,27.7,0.022,"700"
2018-05-29,"1045","2018","5","29","Sprague R @ Lone Pine","SR0080",687.962,3.3,17.81,105,6.93,7.15,72.9,87,45,11,13,0.5,507,30500,8.4,7.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.087,0.011,5e-04,0.013,0.507,30.5,0.045,"701"
2018-05-29,"1015","2018","5","29","Sprague R @ Power Plant","SR0090",861,2.72,18.21,114,7.84,7.54,83.3,88,45,10,10,0.5,493,29300,10.3,6.29,0.088,0.046,0.012,0.01,5e-04,0.476,29.4,11.6,NA,9,3,6,8,1,30,0.088,0.01,5e-04,0.01,0.493,29.3,0.045,"702"
2018-05-31,"1150","2018","5","31","N. Fork Sprague R @ Ivory Pine","SR0140",149.201,NA,12.46,60,9.51,7.47,89.2,51,31,9,4,0.5,109,29700,3.3,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.051,0.009,5e-04,0.004,0.109,29.7,0.031,"703"
2018-05-30,"1116","2018","5","30","SF Sprague @ Ivory Pine","SR0150",84.209,1.08,17.03,103,7.67,6.81,78.9,84,48,12,11,0.5,440,33700,4.2,5.53,0.085,0.047,0.011,0.011,5e-04,0.442,33.7,4.1,"2.a. PO4 and Dup changed from 60, 48",9,3,6,8,1,30,0.084,0.012,5e-04,0.011,0.44,33.7,0.048,"704"
2018-06-11,"1200","2018","6","11","NF Sprague @ 3411 Rd","SR0040",77.88,1,10.47,52,9.86,7.62,103,45,31,6,9,0.5,101,28100,1,1.5,0.044,0.03,0.007,0.008,5e-04,0.115,28.4,3,"TSS and Dup failed",9,3,6,8,1,30,0.045,0.006,5e-04,0.009,0.101,28.1,0.031,"705"
2018-06-11,"1035","2018","6","11","SF Sprague @ Picnic Area","SR0050",31.11,1.2,11.76,88,9.97,7.9,107.6,41,21,13,8,0.5,137,36100,3.2,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.041,0.013,5e-04,0.008,0.137,36.1,0.021,"706"
2018-06-14,"1025","2018","6","14","Sprague R @ Godowa Rd","SR0060",231.509,1.76,17.48,100,9.71,8.5,118.6,50,33,6,9,0.5,144,32200,3.3,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,6,8,1,30,0.05,0.006,5e-04,0.009,0.144,32.2,0.033,"707"
