INDEX,DATE,GPS_N,GPS_W,Site ID,SITE,JD,CJD,MO,DAY,YR,TIME,Q_CFS,STAFF_GAGE_FT,TEMP_C,TEMP_CALC,TEMP_ACT,TEMP_DIFF,COND_MS_CM,COND_US_CM,COND_CALC,COND_ACT,COND_DIFF,DO_mgl,DO_CALC,DO_ACT,DO_DIFF,PH,PH_CALC,PH_ACT,PH_DIFF,PSAT_perc,PSAT_CALC,PSAT_ACT,PSAT_DIFF,TP_MGL,TP_DUP,TP_SPIKE,TP_DIFF,TP_RPD,TP_PASS_FAIL,PO4_MGL,PO4_DUP,PO4_SPIKE,PO4_DIFF,PO4_RPD,PO4_PASS_FAIL,NH4_MGL,NH4_DUP,NH4_SPIKE,NH4_DIFF,NH4_RPD,NH4_PASS_FAIL,NO3NO2_MGL,NO3NO2_DUP,NO3NO2_SPIKE,NO3NO2_DIFF,NO3NO2_RPD,NO3NO2_PASS_FAIL,NO2_MGL,NO2_DUP,NO2_SPIKE,NO2_DIFF,NO2_RPD,NO2_PASS_FAIL,TN_MGL,TN_DUP,TN_SPIKE,TN_DIFF,TN_RPD,TN_PASS_FAIL,CL_MGL,CL_DUP,CL_SPIKE,CL_DIFF,CL_RPD,CL_PASS_FAIL,SIO2+MGL,SIO2_DUP,SIO2_SPIKE,SIO2_DIFF,SIO2_RPD,SIO2_PASS_FAIL,TSS_MGL,TSS_DUP,TSS_DIFF,TSS_RPD,TSS_PASS_FAIL,TURB_MGL,TURB_DUP,TURB_DIFF,TURB_RPD,TURB_PASS_FAIL,CHLA_UGL,CHLA_DUP,CHLA_DIFF,CHLA_RPD,CHLA_PASS_FAIL,PHAE_UGL,PHAE_DUP,PHAE_DIFF,PHAE_RPD,PHAE_PASS_FAIL,Notes
513,8/31/04,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,244,1339,8,31,2004,1140,38.7,0.64,10.24,22.5,21.49,1.01,0.0513,51.3,147,147.1,0.1,9.87,7.42,7.44,0.02,7.56,10.04,10.04,0,102,100,99.9,0.1,0.052,0.051,,0.001,1.941747573,pass,0.042,0.041,,0.001,2.409638554,pass,0.005,0.005,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.101,0.123,,0.022,19.64285714,pass,0.25,0.25,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
514,8/31/04,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,244,1339,8,31,2004,1015,10.27,0.43,14.44,22.5,21.49,1.01,0.095,95,147,147.1,0.1,8.77,7.42,7.44,0.02,7.7,10.04,10.04,0,100.7,100,99.9,0.1,0.028,,,,,,0.023,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.16,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,8/30/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,243,1338,8,30,2004,947,135.81,0.53,16.34,22,20.95,1.05,0.1165,116.5,147,141.8,5.2,8.2,7.34,7.41,0.07,7.39,10.02,9.95,0.07,96.1,100,100.5,0.5,0.061,0.062,,0.001,1.62601626,pass,0.041,0.041,,0,0,pass,0.005,0.005,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.219,0.258,,0.039,16.35220126,pass,2.64,2.64,,0,0,pass,,,,0,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,
516,8/31/04,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,244,1339,8,31,2004,1358,10.35,0.9,19.36,22.5,21.49,1.01,0.1292,129.2,147,147.1,0.1,10.31,7.42,7.44,0.02,8.6,10.04,10.04,0,130.2,100,99.9,0.1,0.057,,,,,,0.042,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.344,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,8/30/04,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,243,1338,8,30,2004,1153,125.79,0.93,20.51,22,20.95,1.05,0.1406,140.6,147,141.8,5.2,7.96,7.34,7.41,0.07,8.67,10.02,9.95,0.07,103.4,100,100.5,0.5,0.045,,,,,,0.031,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.475,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,8/30/04,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,243,1338,8,30,2004,1310,116.49,0.1,20.88,22,20.95,1.05,0.1246,124.6,147,141.8,5.2,9.59,7.34,7.41,0.07,8.86,10.02,9.95,0.07,124.1,100,100.5,0.5,0.054,,,,,,0.039,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.357,,,,,,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,9/14/04,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,258,1353,9,14,2004,1156,40.82,0.64,6.95,18,17.2,0.8,0.0513,51.3,147,143.8,3.2,10.12,8.05,7.94,0.11,7.96,10.06,10.11,0.05,97.3,100,98.3,1.7,0.047,0.047,,0,0,pass,0.043,0.043,,0,0,pass,0.01,0.005,,0.005,66.66666667,pass,0.02,0.02,,0,0,pass,,,,,,,0.116,0.05,,0.066,79.51807229,pass,0.25,0.25,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
520,9/14/04,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,258,1353,9,14,2004,1121,,0.46,9.56,18,17.2,0.8,0.0926,92.6,147,143.8,3.2,9.68,8.05,7.94,0.11,7.94,10.06,10.11,0.05,97.7,100,98.3,1.7,0.023,,,,,,0.019,,,,,,0.005,,,,,,0.01,,,,,,,,,,,,0.11,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,9/13/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,257,1352,9,13,2004,1003,141.15,0.51,13.34,19,17.87,1.13,0.119,119,147,149.8,2.8,8,7.99,7.74,0.25,7.94,10.06,10.1,0.04,89.5,100,96.5,3.5,0.056,0.055,,0.001,1.801801802,pass,0.042,0.041,,0.001,2.409638554,pass,0.005,0.005,,0,0,pass,0.024,0.024,,0,0,pass,,,,,,,0.309,0.293,,0.016,5.315614618,pass,1.56,1.47,,0.09,5.940594059,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
522,9/14/04,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,258,1353,9,14,2004,1420,,1.04,15.31,18,17.2,0.8,0.1321,132.1,147,143.8,3.2,11.26,8.05,7.94,0.11,8.74,10.06,10.11,0.05,130.7,100,98.3,1.7,0.054,,,,,,0.044,,,,,,0.01,,,,,,0.005,,,,,,,,,,,,0.305,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,9/13/04,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,257,1352,9,13,2004,1158,114.47,0.9,15.76,19,17.87,1.13,0.1431,143.1,147,149.8,2.8,7.96,7.99,7.74,0.25,8.84,10.06,10.1,0.04,7.97,100,96.5,3.5,0.042,,,,,,0.031,,,,,,0.005,,,,,,0.01,,,,,,,,,,,,0.391,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,9/13/04,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,257,1352,9,13,2004,1327,114.08,0,16.85,19,17.87,1.13,0.1243,124.3,147,149.8,2.8,9.33,7.99,7.74,0.25,9.14,10.06,10.1,0.04,112.4,100,96.5,3.5,0.044,,,,,,0.034,,,,,,0.005,,,,,,0.02,,,,,,,,,,,,0.312,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,9/30/04,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,274,1369,9,30,2004,1124,41.96,0.63,6.84,20,18.76,1.24,0.0493,49.3,147,145,2,10.42,7.61,7.81,0.2,7.86,10.05,10.08,0.03,100,100,102.3,2.3,0.051,0.053,,0.002,3.846153846,pass,0.043,0.044,,0.001,2.298850575,pass,0.005,0.005,,0,0,pass,0.016,0.014,,0.002,13.33333333,pass,,,,,,,0.05,0.05,,0,0,pass,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COC form filled out incorrectly for chloride and TSS on 9/30
526,9/30/04,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,274,1369,9,30,2004,1007,10.51,0.44,9.41,20,18.76,1.24,0.0913,91.3,147,145,2,9.62,7.61,7.81,0.2,7.64,10.05,10.08,0.03,97.8,100,102.3,2.3,0.029,,,,,,0.024,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.163,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,9/29/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,273,1368,9,29,2004,956,138.07,0.56,13.39,20,19.21,0.79,0.1067,106.7,147,144.4,2.6,8.04,7.34,7.34,0,8.1,10.02,10.09,0.07,89.6,100,99.6,0.4,0.051,0.052,,0.001,1.941747573,pass,0.037,0.038,,0.001,2.666666667,pass,0.01,0.005,,0.005,66.66666667,pass,0.013,0.013,,0,0,pass,,,,,,,0.239,0.234,,0.005,2.114164905,pass,1.27,1.27,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
528,9/30/04,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,274,1369,9,30,2004,1322,16.38,1,14.7,20,18.76,1.24,0.1367,136.7,147,145,2,9.86,7.61,7.81,0.2,8.16,10.05,10.08,0.03,113.6,100,102.3,2.3,0.06,,,,,,0.044,,,,,,0.012,,,,,,0.034,,,,,,,,,,,,0.279,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,9/29/04,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,273,1368,9,29,2004,1234,150.42,1.12,16.35,20,19.21,0.79,0.1353,135.3,147,144.4,2.6,8.63,7.34,7.34,0,8.54,10.02,10.09,0.07,102.6,100,99.6,0.4,0.038,,,,,,0.026,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.257,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,9/29/04,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,273,1368,9,29,2004,1407,153.09,0.05,17.05,20,19.21,0.79,0.1306,130.6,147,144.4,2.6,9.54,7.34,7.34,0,8.97,10.02,10.09,0.07,115.2,100,99.6,0.4,0.04,,,,,,0.028,,,,,,0.012,,,,,,0.005,,,,,,,,,,,,0.279,,,,,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,11/3/04,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,308,1403,11,3,2004,1136,44.92,0.68,3.69,19,17.88,1.12,0.0492,49.2,147,146.4,0.6,11.12,7.96,8.08,0.12,7.76,10.05,10.05,0,97.1,100,101.1,1.1,0.05,0.05,,0,0,pass,0.044,0.045,,0.001,2.247191011,pass,0.005,0.005,,0,0,pass,0.013,0.005,,0.008,88.88888889,pass,,,,,,,0.05,0.05,,0,0,pass,0.25,0.25,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
532,11/3/04,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,308,1403,11,3,2004,1024,17.77,0.56,4.5,19,17.88,1.12,0.0881,88.1,147,146.4,0.6,11.14,7.96,8.08,0.12,7.66,10.05,10.05,0,99.1,100,101.1,1.1,0.031,,,,,,0.025,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.112,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,11/1/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,306,1401,11,1,2004,1014,169.56,0.73,7.01,17.5,16.6,0.9,0.0915,91.5,147,146.2,0.8,10.07,8,7.6,0.4,8,10.08,10.1,0.02,95.4,100,94.3,5.7,0.053,0.052,,0.001,1.904761905,pass,0.038,0.039,,0.001,2.597402597,pass,0.013,0.017,,0.004,26.66666667,pass,0.03,0.029,,0.001,3.389830508,pass,,,,,,,0.164,0.172,,0.008,4.761904762,pass,0.68,0.88,,0.2,25.64102564,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
534,11/3/04,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,308,1403,11,3,2004,1301,22.41,1.06,5.5,19,17.88,1.12,0.1437,143.7,147,146.4,0.6,10.96,7.96,8.08,0.12,7.76,10.05,10.05,0,101.2,100,101.1,1.1,0.06,,,,,,0.046,,,,,,0.005,,,,,,0.04,,,,,,,,,,,,0.29,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,11/1/04,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,306,1401,11,1,2004,1210,229.38,1.41,5.31,17.5,16.6,0.9,0.1224,122.4,147,146.2,0.8,10.95,8,7.6,0.4,8.17,10.08,10.1,0.02,99.3,100,94.3,5.7,0.048,,,,,,0.034,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.238,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,11/1/04,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,306,1401,11,1,2004,1342,229,0.3,6.41,17.5,16.6,0.9,0.1229,122.9,147,146.2,0.8,11.02,8,7.6,0.4,8.39,10.08,10.1,0.02,102.8,100,94.3,5.7,0.053,,,,,,0.035,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.234,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,11/10/04,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,315,1410,11,10,2004,1035,42.09,0.66,4.57,18.5,16.98,1.52,0.0502,50.2,147,147.3,0.3,10.65,7.99,7.54,0.45,7.86,10.07,10.06,0.01,96,100,94.5,5.5,0.051,0.049,,0.002,4,pass,0.043,0.044,,0.001,2.298850575,pass,0.005,0.005,,0,0,pass,0.015,0.014,,0.001,6.896551724,pass,,,,,,,0.05,0.05,,0,0,pass,0.25,0.25,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
538,11/10/04,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,315,1410,11,10,2004,925,13.39,0.56,4.57,18.5,16.98,1.52,0.0874,87.4,147,147.3,0.3,10.99,7.99,7.54,0.45,7.67,10.07,10.06,0.01,99.2,100,94.5,5.5,0.029,,,,,,0.026,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.05,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,11/9/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,314,1409,11,9,2004,935,194.5,0.71,7.85,18,16.99,1.01,0.0915,91.5,147,147.9,0.9,10.19,7.76,7.81,0.05,7.93,10.06,10.19,0.13,99.5,100,100.2,0.2,0.045,0.046,,0.001,2.197802198,pass,0.035,0.035,,0,0,pass,0.005,0.005,,0,0,pass,0.029,0.03,,0.001,3.389830508,pass,,,,,,,0.146,0.137,,0.009,6.360424028,pass,0.88,0.78,,0.1,12.04819277,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,D.O. membrane had some bubbles
540,11/10/04,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,315,1410,11,10,2004,1152,17.81,1.01,7.31,18.5,16.98,1.52,0.136,136,147,147.3,0.3,9.27,7.99,7.54,0.45,7.76,10.07,10.06,0.01,89.6,100,94.5,5.5,0.054,,,,,,0.043,,,,,,0.005,,,,,,0.046,,,,,,,,,,,,0.284,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,11/9/04,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,314,1409,11,9,2004,1143,224.52,1.38,5.85,18,16.99,1.01,0.1134,113.4,147,147.9,0.9,11.27,7.76,7.81,0.05,7.95,10.06,10.19,0.13,106.2,100,100.2,0.2,0.038,,,,,,0.029,,,,,,0.005,,,,,,0.011,,,,,,,,,,,,0.15,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D.O. membrane had some bubbles
542,11/9/04,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,314,1409,11,9,2004,1314,234.95,0.3,5.64,18,16.99,1.01,0.1116,111.6,147,147.9,0.9,13,7.76,7.81,0.05,8.22,10.06,10.19,0.13,121,100,100.2,0.2,0.039,,,,,,0.031,,,,,,0.005,,,,,,0.014,,,,,,,,,,,,0.154,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D.O. membrane had some bubbles
543,11/23/04,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,328,1423,11,23,2004,1042,40.01,0.62,1.74,15.75,16.5,0.75,0.0527,52.7,147,148,1,12.11,7.43,7.28,0.15,7.78,10.06,10.04,0.02,100.8,100,96.4,3.6,0.052,0.053,,0.001,1.904761905,pass,0.047,0.047,,0,0,pass,0.005,0.005,,0,0,pass,0.012,0.012,,0,0,pass,,,,,,,0.05,0.05,,0,0,pass,0.25,0.25,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
544,11/23/04,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,328,1423,11,23,2004,1003,,0.48,-0.2,15.75,16.5,0.75,0.0937,93.7,147,148,1,12.86,7.43,7.28,0.15,7.07,10.06,10.04,0.02,100.9,100,96.4,3.6,0.04,,,,,,0.03,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.05,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no flow, ice over channel"
545,11/22/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,327,1422,11,22,2004,921,154.77,0.65,4.91,20,19.38,0.62,0.0905,90.5,147,150,3,10.72,8.12,8.1,0.02,7.53,10.09,10.14,0.05,96.3,100,99.1,0.9,0.052,0.052,,0,0,pass,0.039,0.039,,0,0,pass,0.005,0.005,,0,0,pass,0.027,0.026,,0.001,3.773584906,pass,,,,,,,0.122,0.119,,0.003,2.489626556,pass,0.98,0.88,,0.1,10.75268817,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,staff gauge observed 11-23-04
546,11/23/04,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,328,1423,11,23,2004,1202,16.65,1,3.87,15.75,16.5,0.75,0.1359,135.9,147,148,1,10.6,7.43,7.28,0.15,7.81,10.06,10.04,0.02,93.2,100,96.4,3.6,0.061,,,,,,0.05,,,,,,0.015,,,,,,0.044,,,,,,,,,,,,0.205,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,11/22/04,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,327,1422,11,22,2004,1124,200.53,1.26,1.43,20,19.38,0.62,0.1071,107.1,147,150,3,13.05,8.12,8.1,0.02,7.73,10.09,10.14,0.05,106.6,100,99.1,0.9,0.048,,,,,,0.036,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.118,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,11/22/04,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,327,1422,11,22,2004,1240,212.02,0.25,2.33,20,19.38,0.62,0.1043,104.3,147,150,3,12.49,8.12,8.1,0.02,6.55,10.09,10.14,0.05,105.6,100,99.1,0.9,0.049,,,,,,0.037,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.11,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,12/8/04,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,343,1438,12,8,2004,1042,,0.59,1.17,20.5,19.3,1.2,0.0491,49.1,147,145.9,1.1,11.53,8.11,7.97,0.14,7.61,10.07,10.02,0.05,97,100,98.7,1.3,0.054,,,,,,0.05,,,,,,0.019,,,,,,0.032,,,,,,,,,,,,0.05,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aquacalc malfunction
550,12/8/04,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,343,1438,12,8,2004,959,,0.58,-0.11,20.5,19.3,1.2,0.0772,77.2,147,145.9,1.1,12.18,8.11,7.97,0.14,7.2,10.07,10.02,0.05,98.5,100,98.7,1.3,0.038,0.038,,0,0,pass,0.032,0.031,,0.001,3.174603175,pass,0.018,0.017,,0.001,5.714285714,pass,0.022,0.025,,0.003,12.76595745,pass,,,,,,,0.05,0.05,,0,0,pass,0.25,0.25,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,"no flow, ice over channel"
551,12/8/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,343,1438,12,8,2004,1148,,0.83,5.29,20.5,19.3,1.2,0.0861,86.1,147,145.9,1.1,10.36,8.11,7.97,0.14,7.86,10.07,10.02,0.05,97.2,100,98.7,1.3,0.056,,,,,,0.045,,,,,,0.023,,,,,,0.05,,,,,,,,,,,,0.241,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aquacalc malfunction
552,12/8/04,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,343,1438,12,8,2004,1206,,1.1,2.29,20.5,19.3,1.2,0.1247,124.7,147,145.9,1.1,10.78,8.11,7.97,0.14,7.6,10.07,10.02,0.05,93.5,100,98.7,1.3,0.066,,,,,,0.053,,,,,,0.022,,,,,,0.039,,,,,,,,,,,,0.229,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aquacalc malfunction
553,12/7/04,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,342,1437,12,7,2004,907,223.39,1.45,-0.15,17,15.94,1.06,0.1004,100.4,147,145.8,1.2,10.91,7.99,7.38,0.61,7.46,10.08,10.05,0.03,87.9,100,92.1,7.9,0.049,0.054,,0.005,9.708737864,pass,0.03,0.03,,0,0,pass,0.016,0.018,,0.002,11.76470588,pass,0.012,0.013,,0.001,8,pass,,,,,,,0.177,0.157,,0.02,11.9760479,pass,0.68,0.68,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
554,12/7/04,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,342,1437,12,7,2004,1151,,0.22,0.84,17,15.94,1.06,0.0984,98.4,147,145.8,1.2,11.39,7.99,7.38,0.61,7.76,10.08,10.05,0.03,94.4,100,92.1,7.9,0.053,,,,,,0.034,,,,,,0.013,,,,,,0.01,,,,,,,,,,,,0.148,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crane malfunction
555,12/9/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,344,1439,12,9,2004,1255,,2.37,2.48,19,17.71,1.29,0.0633,63.3,147,145.5,1.5,11.42,8.11,8.05,0.06,7.29,10.07,10.11,0.04,96.8,100,99.1,0.9,0.307,,,,,,0.146,,,,,,0.068,,,,,,0.115,,,,,,,,,,,,0.954,,,,,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,12/9/04,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,344,1439,12,9,2004,1136,53.38,1.47,2.35,19,17.71,1.29,0.1381,138.1,147,145.5,1.5,10.35,8.11,8.05,0.06,7.45,10.07,10.11,0.04,87.7,100,99.1,0.9,0.176,0.176,,0,0,pass,0.141,0.144,,0.003,2.105263158,pass,0.027,0.022,,0.005,20.40816327,pass,0.067,0.066,,0.001,1.503759398,pass,,,,,,,0.604,0.595,,0.009,1.501251043,pass,1.76,1.47,,0.29,17.95665635,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
557,12/9/04,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,344,1439,12,9,2004,1344,520.3,2.24,3.15,19,17.71,1.29,0.097,97,147,145.5,1.5,11.63,8.11,8.05,0.06,6,10.07,10.11,0.04,100.4,100,99.1,0.9,0.095,,,,,,0.059,,,,,,0.022,,,,,,0.037,,,,,,,,,,,,0.229,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,12/9/04,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,344,1439,12,9,2004,900,413.14,0.7,1.7,19,17.71,1.29,0.0847,84.7,147,145.5,1.5,12.28,8.11,8.05,0.06,7.2,10.07,10.11,0.04,102.1,100,99.1,0.9,0.107,,,,,,0.073,,,,,,0.025,,,,,,0.035,,,,,,,,,,,,0.385,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,12/22/04,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,357,1452,12,22,2004,1009,45.91,0.68,1.04,19.5,18.44,1.06,0.0514,51.4,147,147.5,0.5,12.49,8.3,8.31,0.01,7.52,10.08,9.85,0.23,101.4,100,99.6,0.4,0.052,0.051,,0.001,1.941747573,pass,0.043,0.043,,0,0,pass,0.005,0.005,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.05,0.05,,0,0,pass,0.25,0.25,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,"Allen forgot pygmy, used price instead"
560,12/22/04,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,357,1452,12,22,2004,933,,0.82,-0.14,19.5,18.44,1.06,0.0826,82.6,147,147.5,0.5,11.71,8.3,8.31,0.01,7.25,10.08,9.85,0.23,91.7,100,99.6,0.4,0.038,,,,,,0.028,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.111,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no flow, ice"
561,12/21/04,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,356,1451,12,21,2004,904,197.64,0.8,3.46,17,16.24,0.76,0.0888,88.8,147,148.2,1.2,10.26,8.24,8.3,0.06,7.51,10.07,10.07,0,89,100,100.1,0.1,0.062,0.063,,0.001,1.6,pass,0.042,0.043,,0.001,2.352941176,pass,0.014,0.021,,0.007,40,pass,0.045,0.043,,0.002,4.545454545,pass,,,,,,,0.192,0.188,,0.004,2.105263158,pass,0.88,0.78,,0.1,12.04819277,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
