INDEX,DATE,GPS_N,GPS_W,Site ID,SITE,JD,CJD,MO,DAY,YR,TIME,Q_CFS,STAFF_GAGE_FT,TEMP_C,TEMP_CALC,TEMP_ACT,TEMP_DIFF,COND_MS_CM,COND_US_CM,COND_CALC,COND_ACT,COND_DIFF,DO_mgl,DO_CALC,DO_ACT,DO_DIFF,PH,PH_CALC,PH_ACT,PH_DIFF,PSAT_perc,PSAT_CALC,PSAT_ACT,PSAT_DIFF,TP_MGL,TP_DUP,TP_SPIKE,TP_DIFF,TP_RPD,TP_PASS_FAIL,PO4_MGL,PO4_DUP,PO4_SPIKE,PO4_DIFF,PO4_RPD,PO4_PASS_FAIL,NH4_MGL,NH4_DUP,NH4_SPIKE,NH4_DIFF,NH4_RPD,NH4_PASS_FAIL,NO3NO2_MGL,NO3NO2_DUP,NO3NO2_SPIKE,NO3NO2_DIFF,NO3NO2_RPD,NO3NO2_PASS_FAIL,NO2_MGL,NO2_DUP,NO2_SPIKE,NO2_DIFF,NO2_RPD,NO2_PASS_FAIL,TN_MGL,TN_DUP,TN_SPIKE,TN_DIFF,TN_RPD,TN_PASS_FAIL,CL_MGL,CL_DUP,CL_SPIKE,CL_DIFF,CL_RPD,CL_PASS_FAIL,SIO2+MGL,SIO2_DUP,SIO2_SPIKE,SIO2_DIFF,SIO2_RPD,SIO2_PASS_FAIL,TSS_MGL,TSS_DUP,TSS_DIFF,TSS_RPD,TSS_PASS_FAIL,TURB_MGL,TURB_DUP,TURB_DIFF,TURB_RPD,TURB_PASS_FAIL,CHLA_UGL,CHLA_DUP,CHLA_DIFF,CHLA_RPD,CHLA_PASS_FAIL,PHAE_UGL,PHAE_DUP,PHAE_DIFF,PHAE_RPD,PHAE_PASS_FAIL,Notes
,10/2/12,"N42-27'22.7""","W121-06'42.0""",N. Fork Sprague R @ Ivory Pine,SR0140,276,3790,10,2,2012,1303,31.62,1,14.11,19.8,19.8,0,,91,147,146,1,10.04,,,0,7.77,10.06,10.13,0.07,97.7,100,86.1,13.9,0.11,,,,,,0.034,,,,,,0.039,,,,,,0.004,,,,,,0.0005,,,,,,0.163,,,,,,,,,,,,33.7,,,,,,3.1,,,,,2.83,,,,,,,,,,,,,,,
,10/2/12,"N42-43'93.6""","W121-09'53.6""",SF Sprague @ Ivory Pine,SR0150,276,3791,10,2,2012,1400,18.68,0.06,16.14,19.8,19.8,0,,138,147,146,1,9.4,,,0,7.72,10.06,10.13,0.07,95.6,100,86.1,13.9,0.076,,,,,,0.041,,,,,,0.018,,,,,,0.004,,,,,,0.0005,,,,,,0.588,,,,,,,,,,,,36.6,,,,,,6.08,,,,,4.53,,,,,,,,,,,,,,,
,10/1/12,,,Trip Blank,SR0110,275,3786,10,1,2012,  ,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.018,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,2.a. NH4 changed from 0.025
,10/1/12,,,Equipment ,SR0550,275,3787,10,1,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.008,,,,,,0.004,,,,,,0.0005,,,,,,0.036,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1/12,,,DI Blank,SR0990,275,3788,10,1,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.003,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/2/12,,,Trip Blank,SR0110,276,3790,10,2,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.003,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/2/12,,,Equipment ,SR0550,276,3791,10,2,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.023,,,,,,0.004,,,,,,0.0005,,,,,,0.039,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/2/12,,,DI Blank,SR0990,276,3792,10,2,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.036,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,2.a. NH4 changed from 0.036
,10/16/12,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,290,3792,10,16,2012,1120,75.18,0.95,9.46,20.2,20.2,0,,60,147,150,3,9.99,,,0,7.7,10.06,10.04,0.02,87.4,100,85.6,14.4,0.093,,,,,,0.06,,,,,,0.016,,,,,,0.013,,,,,,0.0005,,,,,,0.264,,,,,,,,,,,,27.2,,,,,,10.6,,,,,4.71,,,,,,,,,,,,,,,
,10/16/12,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,290,3793,10,16,2012,1000,19.97,0.9,11.62,20.2,20.2,0,,104,147,150,3,9.36,,,0,7.74,10.06,10.04,0.02,86.2,100,85.6,14.4,0.045,,,,,,0.036,,,,,,0.009,,,,,,0.009,,,,,,0.0005,,,,,,0.157,,,,,,,,,,,,35.1,,,,,,2.28,,,,,1.6,,,,,,,,,,,,,,,
,10/15/12,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,289,3794,10,15,2012,955,173.06,1.16,12.06,20.2,20.2,0,,99,147,143,4,9.07,,,0,7.88,10.06,10.11,0.05,84.3,100,85.9,14.1,0.05,,,,,,0.037,,,,,,0.02,,,,,,0.023,,,,,,0.0005,,,,,,0.179,,,,,,,,,,,,33.7,,,,,,4.61,,,,,4.33,,,,,,,,,,,,,,,
,10/15/12,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,289,3795,10,15,2012,1100,14.14,0.85,11.54,20.2,20.2,0,,126,147,143,4,8.71,,,0,7.81,10.06,10.11,0.05,80,100,85.9,14.1,0.043,0.045,0.201,,,,0.032,0.031,0.122,,,,0.021,0.019,0.088,,,,0.069,0.069,0.143,,,,0.0005,0.0005,0.01,,,,0.247,0.254,0.727,,,,,,,,,,30.1,30,58.5,,,,2.42,2.44,,,,2.27,2.71,,,,,,,,,,,,,,
,10/15/12,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,289,3796,10,15,2012,1257,197.94,1.14,12.72,20.2,20.2,0,,116,147,143,4,9.38,,,0,8.13,10.06,10.11,0.05,88.4,100,85.9,14.1,0.04,,,,,,0.027,,,,,,0.009,,,,,,0.004,,,,,,0.0005,,,,,,0.19,,,,,,,,,,,,31.7,,,,,,1.33,,,,,2.56,,,,,,,,,,,,,,,
,10/15/12,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,289,3797,10,15,2012,1430,216.5,1.56,12.84,20.2,20.2,0,,116,147,143,4,10,,,0,8.45,10.06,10.11,0.05,94.6,100,85.9,14.1,0.038,,,,,,0.026,,,,,,0.008,,,,,,0.004,,,,,,0.0005,,,,,,0.203,,,,,,,,,,,,30.4,,,,,,1.98,,,,,2.78,,,,,,,,,,,,,,,
,10/16/12,"N42-27'22.7""","W121-06'42.0""",N. Fork Sprague R @ Ivory Pine,SR0140,290,3798,10,16,2012,1300,104.43,1.85,12.27,20.2,20.2,0,,91,147,150,3,9.08,,,0,7.42,10.06,10.04,0.02,84.8,100,85.6,14.4,0.098,0.093,0.254,,,,0.059,0.059,0.147,,,,0.008,0.018,0.066,,,,0.004,0.004,0.084,,,,0.0005,0.0005,0.01,,,,0.34,0.325,0.782,,,,,,,,,,31.4,31.2,58.9,,,,21.5,22.6,,,,6.36,5.74,,,,,,,,,,,,,,
,10/16/12,"N42-43'93.6""","W121-09'53.6""",SF Sprague @ Ivory Pine,SR0150,290,3799,10,16,2012,1355,34.04,0.43,14.43,20.2,20.2,0,,142,147,150,3,8.57,,,0,7.55,10.06,10.04,0.02,84,100,85.6,14.4,0.073,,,,,,0.04,,,,,,0.015,,,,,,0.01,,,,,,0.0005,,,,,,0.728,,,,,,,,,,,,34.4,,,,,,10.2,,,,,5.71,,,,,,,,,,,,,,,
,10/15/12,,,Trip Blank,SR0110,289,3795,10,15,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.019,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/15/12,,,Equipment ,SR0550,289,3796,10,15,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.003,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/15/12,,,DI Blank,SR0990,289,3797,10,15,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.01,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16/12,,,Trip Blank,SR0110,290,3798,10,16,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.014,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16/12,,,Equipment ,SR0550,290,3799,10,16,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.003,,,,,,0.008,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16/12,,,DI Blank,SR0990,290,3800,10,16,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.003,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/14/12,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,319,3800,11,14,2012,1110,55.59,0.76,4.23,19.77,19.7,0.07,,62,147,151,4,11.54,,,0,7.67,10.072,10.08,0.008,88.6,100,85.8,14.2,0.052,,,,,,0.044,,,,,,0.016,,,,,,0.015,,,,,,0.0005,,,,,,0.074,,,,,,,,,,,,28.3,,,,,,1.33,,,,,0.67,,,,,,,,,,,,,,,NH4 changed from 0.019
,11/14/12,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,319,3801,11,14,2012,956,15.04,0.84,4.78,19.77,19.7,0.07,,100,147,151,4,11.52,,,0,7.65,10.072,10.08,0.008,89.7,100,85.8,14.2,0.032,0.036,0.209,,,,0.028,0.028,0.11,,,,0.01,0.003,0.078,,,,0.008,0.009,0.083,,,,0.0005,0.0005,0.01,,,,0.069,0.078,0.551,,,,,,,,,,36,35.8,62.1,,,,0.92,0.84,,,,0.657,0.74,,,,,,,,,,,,,,"NH4 changed from 0.017, 0.008, 0.088"
,11/15/12,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,320,3802,11,15,2012,942,186.06,1.22,7.38,19.98,19.9,0.08,,103,147,152,5,10.37,,,0,7.91,10.072,10.06,0.012,86.3,100,86.2,13.8,0.047,,,,,,0.038,,,,,,0.003,,,,,,0.038,,,,,,0.0005,,,,,,0.111,,,,,,,,,,,,32.3,,,,,,5.61,,,,,2.64,,,,,,,,,,,,,,,NH4 changed from 0.015
,11/15/12,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,320,3803,11,15,2012,1050,19.75,0.98,4.99,19.98,19.9,0.08,,136,147,152,5,10.61,,,0,7.61,10.072,10.06,0.012,83.1,100,86.2,13.8,0.044,,,,,,0.03,,,,,,0.088,,,,,,0.048,,,,,,0.0005,,,,,,0.221,,,,,,,,,,,,29.6,,,,,,2.34,,,,,1.56,,,,,,,,,,,,,,,NH4 changed from 0.050
,11/15/12,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,320,3804,11,15,2012,1245,228.55,1.26,5.09,19.98,19.9,0.08,,111,147,152,5,11.44,,,0,7.93,10.072,10.06,0.012,89.8,100,86.2,13.8,0.042,,,,,,0.029,,,,,,0.009,,,,,,0.009,,,,,,0.0005,,,,,,0.098,,,,,,,,,,,,32,,,,,,3.73,,,,,2.53,,,,,,,,,,,,,,,NH4 changed from 0.016
,11/15/12,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,320,3805,11,15,2012,1352,256.91,1.68,5.06,19.98,19.9,0.08,,109,147,152,5,11.95,,,0,8.16,10.072,10.06,0.012,93.8,100,86.2,13.8,0.041,0.042,0.215,,,,0.033,0.031,0.118,,,,0.006,0.017,0.048,,,,0.01,0.01,0.083,,,,0.0005,0.0005,0.01,,,,0.096,0.102,0.554,,,,,,,,,,31.2,31.4,58.3,,,,2.91,2.57,,,,2.17,2.17,,,,,,,,,,,,,,"NH4 changed from 0.006, 0.020, 0.070 NH4 2nd Re-run changed from 0.003, 0.003, 0.046"
,11/14/12,"N42-27'22.7""","W121-06'42.0""",N. Fork Sprague R @ Ivory Pine,SR0140,319,3806,11,14,2012,1239,73.11,1.55,6.25,19.77,19.7,0.07,,76,147,151,4,11.38,,,0,7.7,10.072,10.08,0.008,92,100,85.8,14.2,0.048,,,,,,0.037,,,,,,0.008,,,,,,0.009,,,,,,0.0005,,,,,,0.068,,,,,,,,,,,,31.8,,,,,,2.38,,,,,1.08,,,,,,,,,,,,,,,NH4 changed from 0.013
,11/14/12,"N42-43'93.6""","W121-09'53.6""",SF Sprague @ Ivory Pine,SR0150,319,3807,11,14,2012,1327,20.43,0.1,6.59,19.77,19.7,0.07,,120,147,151,4,11.52,,,0,8,10.072,10.08,0.008,94,100,85.8,14.2,0.036,,,,,,0.023,,,,,,0.003,,,,,,0.011,,,,,,0.0005,,,,,,0.183,,,,,,,,,,,,33.6,,,,,,6.45,,,,,3.93,,,,,,,,,,,,,,,NH4 changed from 0.010
,11/14/12,,,Trip Blank,SR0110,319,3808,11,14,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.01,,,,,,0.032,,,,,,0.008,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,3.a. NH4 0.032 NH4 2nd rerun 0.022
,11/14/12,,,Equipment ,SR0550,319,3809,11,14,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.003,,,,,,0.017,,,,,,0.008,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,5.a NH4 0.003
,11/14/12,,,DI Blank,SR0990,319,3810,11,14,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.034,,,,,,0.004,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5.a. NH4 0.065
,11/15/12,,,Trip Blank,SR0110,320,3803,11,15,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.005,,,,,,0.014,,,,,,0.008,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,6.a. NH4
,11/15/12,,,Equipment ,SR0550,320,3804,11,15,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.006,,,,,,0.003,,,,,,0.012,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,5.a. NH4 0.021
,11/15/12,,,DI Blank,SR0990,320,3805,11,15,2012,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,0.0015,,,,,,0.014,,,,,,0.008,,,,,,0.0005,,,,,,0.015,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,5.a.NH4 0.011
,11/28/12,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,333,3808,11,28,2012,1030,51.58,0.76,4.19,19.03,19.03,0,,59,147,151,4,11.31,,,0,7.61,10.07,10.07,0,86.8,100,85.2,14.8,0.052,0.053,0.224,,,,0.043,0.042,0.129,,,,0.013,0.007,0.067,,,,0.012,0.013,0.089,,,,0.0005,0.0005,0.01,,,,0.073,0.069,0.54,,,,,,,,,,29.3,29.4,58.8,,,,1.71,1.63,,,,0.651,0.92,,,,,,,,,,,,,,
,11/29/12,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,334,3809,11,29,2012,1015,197.25,1.28,7.16,19.08,19,0.08,,97,147,151,4,10.59,,,0,7.99,10.07,10.11,0.04,87.6,100,85.1,14.9,0.051,0.052,0.226,,,,0.039,0.039,0.127,,,,0.01,0.022,0.061,,,,0.039,0.039,0.111,,,,0.0005,0.0005,0.01,,,,0.143,0.127,0.596,,,,,,,,,,33.1,33.4,61,,,,4.78,4.69,,,,1.9,1.88,,,,,,,,,,,,,,"NH4 changed from 0.012, 0.018, 0.068"
,11/29/12,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,334,3810,11,29,2012,1126,27.49,1.06,4.61,19.08,19,0.08,,121,147,151,4,10.59,,,0,7.38,10.07,10.11,0.04,82.1,100,85.1,14.9,0.045,,,,,,0.028,,,,,,0.012,,,,,,0.064,,,,,,0.0005,,,,,,0.279,,,,,,,,,,,,29.9,,,,,,3.28,,,,,1.47,,,,,,,,,,,,,,,NH4 changed from 0.014
,11/29/12,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,334,3811,11,29,2012,1320,244.43,1.33,4.65,19.08,19,0.08,,106,147,151,4,11.24,,,0,7.66,10.07,10.11,0.04,87.3,100,85.1,14.9,0.047,,,,,,0.031,,,,,,0.011,,,,,,0.004,,,,,,0.0005,,,,,,0.15,,,,,,,,,,,,31.4,,,,,,5.08,,,,,2.52,,,,,,,,,,,,,,,NH4 changed from 0.010
,11/29/12,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,334,3812,11,29,2012,1451,289.22,1.7,4.71,19.08,19,0.08,,107,147,151,4,11.18,,,0,7.65,10.07,10.11,0.04,86.9,100,85.1,14.9,0.044,,,,,,0.032,,,,,,0.013,,,,,,0.004,,,,,,0.0005,,,,,,0.151,,,,,,,,,,,,31,,,,,,3.06,,,,,2.62,,,,,,,,,,,,,,,NH4 changed from 0.110
,11/28/12,"N42-27'22.7""","W121-06'42.0""",N. Fork Sprague R @ Ivory Pine,SR0140,333,3813,11,28,2012,1240,77.67,1.48,4.4,19.03,19.03,0,,72,147,151,4,11.51,,,0,7.36,10.07,10.07,0,88.7,100,85.2,14.8,0.048,,,,,,0.039,,,,,,0.083,,,,,,0.004,,,,,,0.0005,,,,,,0.082,,,,,,,,,,,,31.6,,,,,,5.13,,,,,2.76,,,,,,,,,,,,,,,
,11/28/12,"N42-43'93.6""","W121-09'53.6""",SF Sprague @ Ivory Pine,SR0150,333,3814,11,28,2012,1350,25.64,0.2,3.3,19.03,19.03,0,,106,147,151,4,12.06,,,0,7.54,10.07,10.07,0,90.3,100,85.2,14.8,0.038,,,,,,0.021,,,,,,0.011,,,,,,0.008,,,,,,0.0005,,,,,,0.137,,,,,,,,,,,,33.1,,,,,,5.41,,,,,3.31,,,,,,,,,,,,,,,
,11/28/12,,,Trip Blank,SR0110,333,3815,11,28,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28/12,,,Equipment ,SR0550,333,3816,11,28,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28/12,,,DI Blank,SR0990,333,3817,11,28,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29/12,,,Trip Blank,SR0110,334,3810,11,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29/12,,,Equipment ,SR0550,334,3811,11,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/29/12,,,DI Blank,SR0990,334,3812,11,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/5/12,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,340,3815,12,5,2012,1030,164.25,1.37,3.32,19.06,19,0.06,,44,147,144,3,11.83,,,0,7.05,10.072,10.06,0.012,88.7,100,86,14,0.062,0.058,0.228,,,,0.03,0.03,0.12,,,,0.007,0.058,0.091,,,,0.015,0.015,0.092,,,,0.0005,0.0005,0.01,,,,0.224,0.23,0.688,,,,,,,,,,22.3,21.5,51.3,,,,4.1,4.3,,,,5.38,5.08,,,,,,,,,,,,,,"NH4 changed from 0.008, 0.081, 0.071"
,12/6/12,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,341,3816,12,6,2012,1015,54.83,1.31,3.4,18.94,18.9,0.04,,76,147,146,1,11.69,,,0,7.42,10.084,10.13,0.046,87.8,100,87,13,0.049,0.048,0.228,,,,0.023,0.023,0.108,,,,0.008,0.003,0.058,,,,0.01,0.01,0.084,,,,0.0005,0.0005,0.01,,,,0.227,0.229,0.679,,,,,,,,,,31.4,31.6,59.1,,,,2.6,2.5,,,,7.96,8.49,,,,,,,,,,,,,,
,12/4/12,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,339,3817,12,4,2012,1025,664.01,3.57,4.96,18.52,18.5,0.02,,88,147,151,4,9.6,,,0,7.2,10.084,10.15,0.066,75.1,100,86.1,13.9,0.133,0.138,0.292,,,,0.071,0.07,0.158,,,,0.028,0.026,0.139,,,,0.095,0.084,0.161,,,,0.001,0.001,0.011,,,,0.699,0.69,1.14,,,,,,,,,,24.4,24.1,54,,,,28.6,29.8,,,,27.3,25.3,,,,,,,,,,,,,,"NH4 changed from 0.009, 0.020, 0.115"
,12/6/12,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,340,3818,12,6,2012,1225,164.87,2.85,3.85,18.94,18.9,0.04,,48,147,146,1,11.52,,,0,7.07,10.084,10.13,0.046,87.5,100,87,13,0.065,,,,,,0.021,,,,,,0.01,,,,,,0.017,,,,,,0.0005,,,,,,0.528,,,,,,,,,,,,19.6,,,,,,8,,,,,14,,,,,,,,,,,,,,,
,12/4/12,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,339,3819,12,4,2012,1245,98.07,2.36,4.17,18.52,18.5,0.02,,55,147,151,4,10.91,,,0,7.11,10.084,10.15,0.066,83.6,100,86.1,13.9,0.063,,,,,,0.026,,,,,,0.078,,,,,,0.025,,,,,,0.0005,,,,,,0.434,,,,,,,,,,,,17.8,,,,,,8,,,,,13.4,,,,,,,,,,,,,,,
,12/4/12,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,339,3820,12,4,2012,1430,890.57,3.67,4.76,18.52,18.5,0.02,,106,147,151,4,9.67,,,0,7.2,10.084,10.15,0.066,75.2,100,86.1,13.9,0.181,,,,,,0.088,,,,,,0.031,,,,,,0.064,,,,,,0.001,,,,,,0.873,,,,,,,,,,,,21.1,,,,,,63.2,,,,,27.7,,,,,,,,,,,,,,,
,12/5/12,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,340,3821,12,5,2012,1300,897.38,2.8,5.42,19.06,19,0.06,,113,147,144,3,10.4,,,0,7.46,10.072,10.06,0.012,82.4,100,86,14,0.169,,,,,,0.087,,,,,,0.02,,,,,,0.054,,,,,,0.001,,,,,,0.861,,,,,,,,,,,,22.9,,,,,,47.8,,,,,24.4,,,,,,,,,,,,,,,
,12/3/12,"N42-27'22.7""","W121-06'42.0""",N. Fork Sprague R @ Ivory Pine,SR0140,338,3822,12,3,2012,1129,147.27,2.46,2.71,18.44,18.6,0.16,,59,147,151,4,11.54,,,0,7.02,10.08,10.12,0.04,85.1,100,85.7,14.3,0.082,,,,,,0.035,,,,,,0.017,,,,,,0.024,,,,,,0.0005,,,,,,0.333,,,,,,,,,,,,23.8,,,,,,17.6,,,,,6.84,,,,,,,,,,,,,,,
,12/3/12,"N42-43'93.6""","W121-09'53.6""",SF Sprague @ Ivory Pine,SR0150,338,3823,12,3,2012,1255,362.18,3.6,3.34,18.44,18.6,0.16,,71,147,151,4,10.57,,,0,6.87,10.08,10.12,0.04,79.2,100,85.7,14.3,0.171,0.179,0.338,,,,0.083,0.08,0.161,,,,0.074,0.038,0.07,,,,0.068,0.065,0.14,,,,0.001,0.001,0.01,,,,0.927,0.923,1.36,,,,,,,,,,20.5,19.8,49.9,,,,67,64.9,,,,38.4,38.7,,,,,,,,,,,,,,"NH4 changed from 0.078, 0.018, 0.081"
,12/13/12,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,348,3824,12,13,2012,1216,64.24,0.82,0.93,19.7,19.7,0,,57,147,150,3,12.33,,,0,7.17,10.06,10.09,0.03,86.6,100,85.4,14.6,0.051,,,,,,0.038,,,,,,0.008,,,,,,0.018,,,,,,0.0005,,,,,,0.099,,,,,,,,,,,,28.7,,,,,,1.64,,,,,2.02,,,,,,,,,,,,,,,
,12/13/12,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,348,3825,12,13,2012,1035,18.92,1.08,-0.01,19.7,19.7,0,,90,147,150,3,12.62,,,0,7.29,10.06,10.09,0.03,86.3,100,85.4,14.6,0.034,0.039,0.213,,,,0.026,0.024,0.111,,,,0.034,0.015,0.088,,,,0.016,0.013,0.088,,,,0.0005,0.0005,0.01,,,,0.138,0.13,0.566,,,,,,,,,,34.9,34.9,62.1,,,,1.58,12.4,,,,3.33,3.53,,,,,,,,,,,,,,
,12/11/12,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,346,3826,12,11,2012,949,244.82,1.6,4.43,19.25,19.2,0.05,,98,147,153,6,10.86,,,0,7.21,10.072,10.07,0.002,83.8,100,86.8,13.2,0.056,,,,,,0.043,,,,,,0.018,,,,,,0.054,,,,,,0.0005,,,,,,0.226,,,,,,,,,,,,32.7,,,,,,8.36,,,,,5.02,,,,,,,,,,,,,,,NH4 changed from 0.016
