INDEX,DATE,GPS,GPS,Site ID,SITE,JD,CJD,MO,DAY,YR,TIME,Q_CFS,STAFF_GAGE_FT,TEMP_C,TEMP_CALC,TEMP_ACT,TEMP_DIFF,COND_MS_CM,COND_US_CM,COND_CALC,COND_ACT,COND_DIFF,DO_MGL,DO_CALC,DO_ACT,DO_DIFF,PH,PH_CALC,PH_ACT,PH_DIFF,PSAT_PERC,PSAT_CALC,PSAT_ACT,PSAT_DIFF,TP_MGL,TP_DUP,TP_DIFF,TP_RPD,TP_PASS_FAIL,PO4_MGL,PO4_DUP,PO4_DIFF,PO4_RPD,PO4_PASS_FAIL,NH4_MGL,NH4_DUP,NH4_DIFF,NH4_RPD,NH4_PASS_FAIL,NO3NO2_MGL,NO3NO2_DUP,NO3NO2_DIFF,NO3NO2_RPD,NO3NO2_PASS_FAIL,TN_MGL,TN_DUP,TN_DIFF,TN_RPD,TN_PASS_FAIL,CL_MGL,CL_DUP,CL_DIFF,CL_RPD,CL_PASS_FAIL,TSS_MGL,TSS_DUP,TSS_DIFF,TSS_RPD,TSS_PASS_FAIL,CHLA_UGL,CHLA_DUP,CHLA_DIFF,CHLA_RPD,CHLA_PASS_FAIL,PHAE_UGL,PHAE_DUP,PHAE_DIFF,PHAE_RPD,PHAE_PASS_FAIL,BOD5_MGL,BOD5_DUP,BOD5_DIFF,BOD5_QAQC,BOD5_PASS_FAIL,NOTES
45,8/28/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,240,8,28,2001,500,,,16.32,,,,0.1150,115.0,73.5,82.0,8.5,6.86,6.98,6.87,0.11,7.95,10.00,10.00,0.00,80.1,100.0,98.2,1.8,0.037,,,,,0.067,,,,,0.018,,,,,0.005,,,,,0.178,,,,,0.25,,,,,2.20,,,,,0.50,,,,,3.00,,,,,1.34,,,,,
46,8/28/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,240,8,28,2001,618,,,15.47,,,,0.1170,117.0,73.5,82.0,8.5,8.18,6.98,6.87,0.11,7.82,10.00,10.00,0.00,94.3,100.0,98.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,8/28/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,240,8,28,2001,700,,,15.05,,,,0.1170,117.0,73.5,82.0,8.5,8.07,6.98,6.87,0.11,7.84,10.00,10.00,0.00,92.6,100.0,98.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8/28/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,240,8,28,2001,824,,,14.52,,,,0.1160,116.0,73.5,82.0,8.5,8.44,6.98,6.87,0.11,7.92,10.00,10.00,0.00,96.0,100.0,98.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,8/28/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,240,8,28,2001,900,,,14.54,,,,0.1150,115.0,73.5,82.0,8.5,8.68,6.98,6.87,0.11,7.95,10.00,10.00,0.00,98.8,100.0,98.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8/28/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,240,8,28,2001,1000,,,14.99,,,,0.1140,114.0,73.5,82.0,8.5,8.62,6.98,6.87,0.11,7.92,10.00,10.00,0.00,99.1,100.0,98.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,8/28/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,240,8,28,2001,1100,,,15.89,,,,0.1140,114.0,73.5,82.0,8.5,8.96,6.98,6.87,0.11,8.13,10.00,10.00,0.00,104.3,100.0,98.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,8/28/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,240,240,8,28,2001,1200,,,16.74,,,,0.1130,113.0,73.5,82.0,8.5,9.06,6.98,6.87,0.11,8.26,10.00,10.00,0.00,107.5,100.0,98.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,8/28/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,240,240,8,28,2001,530,,,15.12,,,,0.1317,131.7,73.5,72.0,1.5,6.99,7.24,7.06,0.18,7.90,10.02,9.99,0.03,80.8,100.0,97.0,3.0,0.059,0.058,0.001,1.709,pass,0.061,0.062,0.001,1.626,pass,0.025,0.016,0.009,43.902,pass,0.005,0.005,0.000,0.00,pass,0.252,0.239,0.013,5.295,pass,0.90,1.00,0.10,10.53,pass,7.70,3.70,4.00,70.18,fail,0.30,0.30,0.00,0.00,pass,2.70,2.90,0.20,7.14,pass,0.50,0.50,0.00,0.00,,
54,8/28/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,240,240,8,28,2001,600,,,14.93,,,,0.1308,130.8,73.5,72.0,1.5,6.65,7.24,7.06,0.18,7.87,10.02,9.99,0.03,76.2,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,8/28/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,240,240,8,28,2001,700,,,14.70,,,,0.1301,130.1,73.5,72.0,1.5,6.43,7.24,7.06,0.18,7.81,10.02,9.99,0.03,73.5,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,8/28/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,240,240,8,28,2001,800,,,14.75,,,,0.1299,129.9,73.5,72.0,1.5,6.92,7.24,7.06,0.18,7.81,10.02,9.99,0.03,78.7,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,8/28/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,240,240,8,28,2001,900,,,15.14,,,,0.1297,129.7,73.5,72.0,1.5,7.30,7.24,7.06,0.18,7.87,10.02,9.99,0.03,84.4,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,8/28/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,240,240,8,28,2001,1000,,,16.16,,,,0.1288,128.8,73.5,72.0,1.5,7.71,7.24,7.06,0.18,8.05,10.02,9.99,0.03,91.2,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8/28/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,240,240,8,28,2001,1100,,,17.57,,,,0.1284,128.4,73.5,72.0,1.5,8.55,7.24,7.06,0.18,8.21,10.02,9.99,0.03,103.7,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,8/28/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,240,240,8,28,2001,1200,,,18.58,,,,0.1278,127.8,73.5,72.0,1.5,8.98,7.24,7.06,0.18,8.32,10.02,9.99,0.03,110.5,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,8/28/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,240,240,8,28,2001,545,,,16.51,,,,0.1263,126.3,73.5,72.0,1.5,5.73,7.24,7.06,0.18,7.84,10.02,9.99,0.03,68.1,100.0,97.0,3.0,0.075,,,,,0.071,,,,,0.058,,,,,0.017,,,,,0.378,,,,,0.80,,,,,1.50,,,,,1.10,,,,,2.50,,,,,1.10,,,,,
62,8/28/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,240,240,8,28,2001,645,,,15.98,,,,0.1272,127.2,73.5,72.0,1.5,5.21,7.24,7.06,0.18,7.73,10.02,9.99,0.03,60.5,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,8/28/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,240,240,8,28,2001,750,,,15.54,,,,0.1251,125.1,73.5,72.0,1.5,5.29,7.24,7.06,0.18,7.72,10.02,9.99,0.03,61.3,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8/28/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,240,240,8,28,2001,845,,,15.64,,,,0.1238,123.8,73.5,72.0,1.5,5.82,7.24,7.06,0.18,7.85,10.02,9.99,0.03,67.7,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,8/28/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,240,240,8,28,2001,945,,,16.25,,,,0.1218,121.8,73.5,72.0,1.5,6.69,7.24,7.06,0.18,8.14,10.02,9.99,0.03,79.2,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,8/28/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,240,240,8,28,2001,1045,,,17.13,,,,0.1207,120.7,73.5,72.0,1.5,7.87,7.24,7.06,0.18,8.48,10.02,9.99,0.03,94.4,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,8/28/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,240,240,8,28,2001,1145,,,18.19,,,,0.1199,119.9,73.5,72.0,1.5,9.06,7.24,7.06,0.18,8.67,10.02,9.99,0.03,110.9,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,8/28/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,240,240,8,28,2001,544,,,19.33,,,,0.1650,165.0,147.0,158.0,11.0,5.93,7.24,7.15,0.09,8.77,10.02,10.04,0.02,74.1,100.0,98.6,1.4,0.054,,,,,0.043,,,,,0.014,,,,,0.005,,,,,0.476,,,,,1.10,,,,,3.50,,,,,0.80,,,,,3.50,,,,,1.16,,,,,
69,8/28/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,240,240,8,28,2001,500,,,17.46,,,,0.1340,134.0,147.0,158.0,11.0,6.95,7.24,7.15,0.09,8.50,10.02,10.04,0.02,83.4,100.0,98.6,1.4,0.057,,,,,0.066,,,,,0.005,,,,,0.005,,,,,0.281,,,,,1.10,,,,,2.00,,,,,0.80,,,,,2.80,,,,,1.74,,,,,
70,8/28/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,240,240,8,28,2001,600,,,17.11,,,,0.1340,134.0,147.0,158.0,11.0,6.68,7.24,7.15,0.09,8.41,10.02,10.04,0.02,79.8,100.0,98.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,8/28/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,240,240,8,28,2001,700,,,16.94,,,,0.1340,134.0,147.0,158.0,11.0,7.06,7.24,7.15,0.09,8.40,10.02,10.04,0.02,84.3,100.0,98.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,8/28/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,240,240,8,28,2001,800,,,16.88,,,,0.1330,133.0,147.0,158.0,11.0,7.13,7.24,7.15,0.09,8.41,10.02,10.04,0.02,85.5,100.0,98.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,8/28/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,240,240,8,28,2001,900,,,17.05,,,,0.1330,133.0,147.0,158.0,11.0,7.49,7.24,7.15,0.09,8.50,10.02,10.04,0.02,89.7,100.0,98.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,8/28/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,240,240,8,28,2001,1000,,,17.45,,,,0.1330,133.0,147.0,158.0,11.0,7.89,7.24,7.15,0.09,8.55,10.02,10.04,0.02,95.5,100.0,98.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,8/28/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,240,240,8,28,2001,1100,,,18.08,,,,0.1330,133.0,147.0,158.0,11.0,8.35,7.24,7.15,0.09,8.60,10.02,10.04,0.02,102.3,100.0,98.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,8/28/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,240,240,8,28,2001,1200,,,19.07,,,,0.1330,133.0,147.0,158.0,11.0,8.85,7.24,7.15,0.09,8.78,10.02,10.04,0.02,110.9,100.0,98.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,8/28/01,"N42-29'14.2""","W121-37'18.5""",Trout Creek,SR0100,240,240,8,28,2001,529,,,9.72,,,,0.1390,139.0,147.0,158.0,11.0,8.36,7.24,7.15,0.09,7.70,10.02,10.04,0.02,85.9,100.0,98.6,1.4,0.079,,,,,0.050,,,,,0.012,,,,,0.005,,,,,0.226,,,,,0.25,,,,,26.00,,,,,2.40,,,,,3.40,,,,,0.50,,,,,
78,8/28/01,"N42-32'35.0""","W121-07'13.2""",Five Mile Creek,SR0120,240,240,8,28,2001,744,,,11.12,,,,0.0930,93.0,73.5,82.0,8.5,9.38,6.98,6.87,0.11,7.77,10.00,10.00,0.00,98.7,100.0,98.2,1.8,0.049,,,,,0.091,,,,,0.014,,,,,0.012,,,,,0.050,,,,,0.25,,,,,3.30,,,,,1.40,,,,,2.80,,,,,0.50,,,,,
79,8/28/01,"N42-26'52.1""","W121-14'11.7""",Usgs Gage,SR0130,241,241,8,29,2001,715,,,16.48,,,,0.1386,138.6,73.5,72.0,1.5,5.95,7.24,7.06,0.18,7.78,10.02,9.99,0.03,70.7,100.0,97.0,3.0,0.053,,,,,0.051,,,,,0.005,,,,,0.005,,,,,0.285,,,,,0.90,,,,,3.20,,,,,0.30,,,,,2.20,,,,,0.50,,,,,
80,8/28/01,"N42-26'52.1""","W121-14'11.7""",Usgs Gage,SR0130,241,241,8,29,2001,906,,,16.22,,,,0.1374,137.4,73.5,72.0,1.5,6.74,7.24,7.06,0.18,7.90,10.02,9.99,0.03,79.4,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,8/28/01,"N42-26'52.1""","W121-14'11.7""",Usgs Gage,SR0130,241,241,8,29,2001,1010,,,16.45,,,,0.1371,137.1,73.5,72.0,1.5,7.40,7.24,7.06,0.18,8.06,10.02,9.99,0.03,87.5,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,8/28/01,"N42-26'52.1""","W121-14'11.7""",Usgs Gage,B,241,241,8,29,2001,1122,,,16.99,,,,0.1369,136.9,73.5,72.0,1.5,7.87,7.24,7.06,0.18,8.19,10.02,9.99,0.03,94.4,100.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4/2/01,,,sprague,,,,4,2,2001,1035,,,9.16,,,,0.0810,,,,,10.36,,,,7.30,,,,101.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4/8/01,,,kirtchers,,,,4,8,2001,1030,,,7.15,,,,0.1020,,,,,10.21,,,,7.29,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4/14/01,,,kirtchers,,,,4,14,2001,1025,,,7.46,,,,0.9800,,,,,11.07,,,,8.04,,,,105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4/29/01,,,80,,,,4,29,2001,1434,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,3/19/01,,,kirtchers,,,,3,19,2001,1035,,,9.54,,,,0.0860,,,,,9.73,,,,7.57,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,6/11/01,,,kirtchers,,,,6,11,2001,1010,,,15.58,,,,0.1300,,,,,9.17,,,,8.42,,,,106.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,7/31/01,,,80,,,,7,31,2001,1130,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1/4/02,,,80,,,,1,4,2002,,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1/7/02,,,80,,,,1,7,2002,1021,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1/22/02,,,80,,,,1,22,2002,1430,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2/22/02,,,80,,,,2,22,2002,948,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2/25/02,,,80,,,,2,25,2002,915,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2/25/02,,,80,,,,2,25,2002,1420,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2/26/02,,,80,,,,2,26,2002,1330,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2/25/02,,,40,,,,2,25,2002,1030,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4/9/02,,,80,,,,4,9,2002,1405,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4/15/02,,,80,,,,4,15,2002,842,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4/25/02,,,80,,,,4,25,2002,1222,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,547,,,18.51,24.00,23.99,0.01,0.1004,100.4,147.0,150.3,3.3,6.34,7.40,6.90,0.50,7.60,10.02,9.89,0.13,78.5,100.0,92.8,7.2,0.033,,,,,0.024,,,,,0.012,,,,,0.005,,,,,0.166,,,,,0.25,,,,,1.60,,,,,,,,,,,,,,,,,,,,
106,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,655,,,17.84,24.00,23.99,0.01,0.0993,99.3,147.0,150.3,3.3,6.86,7.40,6.90,0.50,7.61,10.02,9.89,0.13,83.3,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,756,,,17.38,24.00,23.99,0.01,0.0981,98.1,147.0,150.3,3.3,7.07,7.40,6.90,0.50,7.62,10.02,9.89,0.13,85.6,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,857,,,17.32,24.00,23.99,0.01,0.0971,97.1,147.0,150.3,3.3,7.62,7.40,6.90,0.50,7.68,10.02,9.89,0.13,92.2,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,945,,,17.66,24.00,23.99,0.01,0.0962,96.2,147.0,150.3,3.3,7.92,7.40,6.90,0.50,7.76,10.02,9.89,0.13,96.5,100.0,92.8,7.2,0.032,,,,,0.023,,,,,0.005,,,,,0.005,,,,,0.141,,,,,0.25,,,,,1.20,,,,,,,,,,,,,,,,,,,,
110,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,1130,,,19.42,24.00,23.99,0.01,0.0949,94.9,147.0,150.3,3.3,8.46,7.40,6.90,0.50,8.08,10.02,9.89,0.13,107.0,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,1156,,,19.88,24.00,23.99,0.01,0.0951,95.1,147.0,150.3,3.3,8.31,7.40,6.90,0.50,8.18,10.02,9.89,0.13,107.9,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,1259,,,21.36,24.00,23.99,0.01,0.0947,94.7,147.0,150.3,3.3,9.16,7.40,6.90,0.50,8.24,10.02,9.89,0.13,119.7,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,1345,,,22.34,24.00,23.99,0.01,0.0943,94.3,147.0,150.3,3.3,9.09,7.40,6.90,0.50,8.39,10.02,9.89,0.13,121.3,100.0,92.8,7.2,0.034,,,,,0.026,,,,,0.005,,,,,0.005,,,,,0.134,,,,,0.25,,,,,1.20,,,,,0.50,,,,,0.80,,,,,0.50,,,,,
114,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,1552,,,24.74,24.00,23.99,0.01,0.0948,94.8,147.0,150.3,3.3,8.24,7.40,6.90,0.50,8.57,10.02,9.89,0.13,113.7,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,1700,,,25.18,24.00,23.99,0.01,0.0947,94.7,147.0,150.3,3.3,7.57,7.40,6.90,0.50,8.68,10.02,9.89,0.13,107.3,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,1800,,,25.60,24.00,23.99,0.01,0.0946,94.6,147.0,150.3,3.3,6.93,7.40,6.90,0.50,8.75,10.02,9.89,0.13,98.8,100.0,92.8,7.2,0.046,,,,,0.032,,,,,0.011,,,,,0.005,,,,,0.172,,,,,0.25,,,,,3.40,,,,,,,,,,,,,,,,,,,,
117,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,1900,,,26.04,24.00,23.99,0.01,0.0942,94.2,147.0,150.3,3.3,6.60,7.40,6.90,0.50,8.74,10.02,9.89,0.13,95.4,100.0,92.8,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,7/30/03,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,211,941,7,30,2003,2000,,,26.00,24.00,23.99,0.01,0.0946,94.6,147.0,150.3,3.3,6.34,7.40,6.90,0.50,8.80,10.02,9.89,0.13,91.0,100.0,92.8,7.2,0.048,,,,,0.035,,,,,0.005,,,,,0.011,,,,,0.160,,,,,0.25,,,,,2.40,,,,,,,,,,,,,,,,,,,,
119,7/30/03,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,211,941,7,30,2003,555,,,18.68,25.10,25.15,0.05,0.1224,122.4,147.0,148.2,1.2,5.55,7.51,6.91,0.60,7.81,10.02,10.02,0.00,68.8,100.0,91.5,8.5,0.077,0.077,0.000,0.000,pass,0.055,0.054,0.001,1.835,pass,0.019,0.020,0.001,5.128,pass,0.005,0.005,0.000,0.00,pass,0.289,0.269,0.020,7.168,pass,1.66,1.66,0.00,0.00,pass,12.00,12.00,0.00,0.00,pass,,,,,,,,,,,,,,,,
120,7/30/03,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,211,941,7,30,2003,700,,,18.42,25.10,25.15,0.05,0.1222,122.2,147.0,148.2,1.2,5.45,7.51,6.91,0.60,7.80,10.02,10.02,0.00,66.5,100.0,91.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
