AreaSqKM,SITE
0.020412752849900,SR0050
38.182216009735505,SR0060
11.802148597443455,SR0070
182.893508569226924,SR0080
38.565223520627129,SR0090
10.872752970452684,SR0140
36.477740478848403,SR0150
3.160132870640371,WR1000
