Timing is off.
year,month,site,ppt
2001,9,SR0080,20.6769901266056
2001,9,SR0090,21.4466420181294
2001,9,SR0140,22.2488073322103
2001,9,SR0150,20.1567896674093
2001,9,WR1000,22.8737313730849
2001,10,SR0040,23.8469923125154
2001,10,SR0050,12.930343946108
2001,10,SR0060,11.2072557088525
2001,10,SR0070,18.4558042144111
2001,10,SR0080,13.9412197549541
2001,10,SR0090,19.1472526921437
2001,10,SR0140,15.0385185208997
2001,10,SR0150,11.4065788802795
2001,10,WR1000,24.3872291497573
2001,11,SR0040,132.774794238419
2001,11,SR0050,87.1570478632305
2001,11,SR0060,70.1710057663172
2001,11,SR0070,104.82128531523
2001,11,SR0080,91.2503321179264
2001,11,SR0090,118.304025410388
2001,11,SR0140,84.9959672623195
2001,11,SR0150,72.16033225103
2001,11,WR1000,130.695707339386
2001,12,SR0040,180.385585373714
2001,12,SR0050,91.4210399250395
2001,12,SR0060,70.966782432788
2001,12,SR0070,130.826411944788
2001,12,SR0080,103.945544369391
2001,12,SR0090,135.608687573629
2001,12,SR0140,98.08250583351
2001,12,SR0150,74.3375583267681
2001,12,WR1000,149.755811801262
2002,1,SR0040,73.2215950576255
2002,1,SR0050,42.6929245927801
2002,1,SR0060,30.3131233901925
2002,1,SR0070,60.0448331829547
2002,1,SR0080,40.4545450016568
2002,1,SR0090,54.8000428908999
2002,1,SR0140,42.7741921250457
2002,1,SR0150,32.8325737503716
2002,1,WR1000,59.3574575543591
2002,2,SR0040,66.3712365593611
2002,2,SR0050,40.2632738923914
2002,2,SR0060,27.5481212347342
2002,2,SR0070,54.1137221140372
2002,2,SR0080,35.3039390838794
2002,2,SR0090,40.1079248874304
2002,2,SR0140,38.6065513440939
2002,2,SR0150,30.9136963577408
2002,2,WR1000,40.4843234211896
2002,3,SR0040,60.5102875281996
2002,3,SR0050,34.2175393491229
2002,3,SR0060,22.4720532950923
2002,3,SR0070,41.8513804604699
2002,3,SR0080,27.996340731946
2002,3,SR0090,38.3053272932356
2002,3,SR0140,32.8917184680905
2002,3,SR0150,26.3655410230498
2002,3,WR1000,49.1447086059589
2002,4,SR0040,75.114872962131
2002,4,SR0050,54.0444385767302
2002,4,SR0060,39.8622337392523
2002,4,SR0070,49.5251120523112
2002,4,SR0080,34.4553609632954
2002,4,SR0090,33.7928601964855
2002,4,SR0140,48.3275076157496
2002,4,SR0150,48.1650663675856
2002,4,WR1000,34.3356964059673
2002,5,SR0040,45.3677097523211
2002,5,SR0050,30.0219127319949
2002,5,SR0060,20.2388905255541
2002,5,SR0070,28.1684784489303
2002,5,SR0080,20.3886636934397
2002,5,SR0090,18.3812307807766
2002,5,SR0140,24.5843336370895
2002,5,SR0150,24.7177191799084
2002,5,WR1000,19.0716643021879
2002,6,SR0040,13.1774523283277
2002,6,SR0050,10.7007461094043
2002,6,SR0060,7.79017986123625
2002,6,SR0070,14.0356203304906
2002,6,SR0080,11.6462780975546
2002,6,SR0090,13.4600213288154
2002,6,SR0140,10.0616616548339
2002,6,SR0150,7.5901557628806
2002,6,WR1000,12.9779777496197
2002,7,SR0040,23.6615518244532
2002,7,SR0050,10.2569923428615
2002,7,SR0060,6.89738482609609
2002,7,SR0070,16.5489607891253
2002,7,SR0080,14.3088148729318
2002,7,SR0090,11.7624667258116
2002,7,SR0140,14.231077375121
2002,7,SR0150,9.54466657677028
2002,7,WR1000,7.16534168428343
2002,8,SR0040,15.4404412601009
2002,8,SR0050,1.60006211273025
2002,8,SR0060,1.02823433051424
2002,8,SR0070,8.32840936755347
2002,8,SR0080,1.34466256777665
2002,8,SR0090,1.06636687637846
2002,8,SR0140,4.03635772535018
2002,8,SR0150,1.46008705935779
2002,8,WR1000,1.60402630936869
2002,9,SR0040,3.80338161299139
2002,9,SR0050,4.08810602960948
2002,9,SR0060,2.09446504180111
2002,9,SR0070,2.02508254975003
2002,9,SR0080,1.36770448861219
2002,9,SR0090,3.31537585420334
2002,9,SR0140,1.97747279324485
2002,9,SR0150,3.08970511226981
2002,9,WR1000,4.67583246859622
2002,10,SR0040,9.63382977009907
2002,10,SR0050,5.64198512809476
2002,10,SR0060,4.32733989577203
2002,10,SR0070,6.23311703795193
2002,10,SR0080,3.91861538695652
2002,10,SR0090,3.4883938004375
2002,10,SR0140,5.66039409441229
2002,10,SR0150,4.78059449180081
2002,10,WR1000,3.48219860638764
2002,11,SR0040,52.7579776177922
2002,11,SR0050,31.8383075502101
2002,11,SR0060,31.1598350939811
2002,11,SR0070,44.29645906587
2002,11,SR0080,40.2600597451089
2002,11,SR0090,54.7650607673524
2002,11,SR0140,36.3239115069065
2002,11,SR0150,31.739470945608
2002,11,WR1000,64.9678112933113
2002,12,SR0040,197.3496340691
2002,12,SR0050,100.847308791753
2002,12,SR0060,78.6169940847915
2002,12,SR0070,150.075162589744
2002,12,SR0080,123.998012819436
2002,12,SR0090,165.380147380693
2002,12,SR0140,109.626362519391
2002,12,SR0150,82.1568791882458
2002,12,WR1000,180.531538320023
2003,1,SR0040,106.298570576311
2003,1,SR0050,68.6000198781322
2003,1,SR0060,49.7799892244892
2003,1,SR0070,79.0489837461868
2003,1,SR0080,56.4535678986489
2003,1,SR0090,68.9770107563746
2003,1,SR0140,63.490377976824
2003,1,SR0150,54.849219185291
2003,1,WR1000,75.6442184717618
2003,2,SR0040,49.8327874514288
